City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,2865,1172.73,Várias companhias aéreas,ICN,2023-09-14,2023-09-21,http://kayak.com/flights/OPO-ICN/2023-09-14/2023-09-21/,1172.73,1.0
Paris,França,130,45.35,Ryanair,PAR,2023-06-01,2023-06-06,http://kayak.com/flights/OPO-PAR/2023-06-01/2023-06-06/,45.35,1.0
Nova Iorque,Estados Unidos,1232,433.54,Várias companhias aéreas,NYC,2023-05-11,2023-05-18,http://kayak.com/flights/OPO-NYC/2023-05-11/2023-05-18/,433.54,1.0
Los Angeles,Estados Unidos,1075,727.4,Iberia,LAX,2023-05-13,2023-05-20,http://kayak.com/flights/OPO-LAX/2023-05-13/2023-05-20/,727.4,1.0
Londres,Reino Unido,150,81.63,easyJet,LON,2023-11-26,2023-12-02,http://kayak.com/flights/OPO-LON/2023-11-26/2023-12-02/,81.63,1.0
Copenhaga,Dinamarca,1320,153.28,Ryanair,CPH,2023-06-09,2023-06-16,http://kayak.com/flights/OPO-CPH/2023-06-09/2023-06-16/,153.28,1.0
Barcelona,Espanha,115,32.66,Vueling,BCN,2023-11-27,2023-12-02,http://kayak.com/flights/OPO-BCN/2023-11-27/2023-12-02/,32.66,1.0
Madrid,Espanha,75,36.28,Ryanair,MAD,2023-05-27,2023-05-31,http://kayak.com/flights/OPO-MAD/2023-05-27/2023-05-31/,36.28,1.0
São Francisco,Estados Unidos,1810,648.5,Várias companhias aéreas,SFO,2023-05-13,2023-05-20,http://kayak.com/flights/OPO-SFO/2023-05-13/2023-05-20/,648.5,1.0
Banguecoque,Tailândia,2075,1025.8,Várias companhias aéreas,BKK,2023-05-24,2023-05-28,http://kayak.com/flights/OPO-BKK/2023-05-24/2023-05-28/,1025.8,1.0
Miami,Estados Unidos,2050,488.87,American Airlines,MIA,2023-05-14,2023-05-21,http://kayak.com/flights/OPO-MIA/2023-05-14/2023-05-21/,488.87,1.0
Boston,Estados Unidos,1040,542.38,British Airways,BOS,2023-06-08,2023-06-13,http://kayak.com/flights/OPO-BOS/2023-06-08/2023-06-13/,542.38,1.0
Viena,Áustria,205,154.19,Ryanair,VIE,2023-05-23,2023-05-28,http://kayak.com/flights/OPO-VIE/2023-05-23/2023-05-28/,154.19,1.0
Lisboa,Portugal,60,76.19,TAP AIR PORTUGAL,LIS,2023-05-13,2023-05-20,http://kayak.com/flights/OPO-LIS/2023-05-13/2023-05-20/,76.19,1.0
Frankfurt,Alemanha,160,119.73,Ryanair,FRA,2023-05-13,2023-05-20,http://kayak.com/flights/OPO-FRA/2023-05-13/2023-05-20/,119.73,1.0
Amesterdão,Holanda,1550,165.08,Várias companhias aéreas,AMS,2023-05-13,2023-05-20,http://kayak.com/flights/OPO-AMS/2023-05-13/2023-05-20/,165.08,1.0
Istambul,Turquia,1205,286.61,Várias companhias aéreas,IST,2023-05-14,2023-05-21,http://kayak.com/flights/OPO-IST/2023-05-14/2023-05-21/,286.61,1.0
Roma,Itália,660,134.24,Várias companhias aéreas,ROM,2023-07-06,2023-07-13,http://kayak.com/flights/OPO-ROM/2023-07-06/2023-07-13/,134.24,1.0
Las Vegas,Estados Unidos,1430,726.5,Delta,LAS,2023-09-24,2023-09-29,http://kayak.com/flights/OPO-LAS/2023-09-24/2023-09-29/,726.5,1.0
Atlanta,Estados Unidos,1785,711.08,Delta,ATL,2023-04-24,2023-05-01,http://kayak.com/flights/OPO-ATL/2023-04-24/2023-05-01/,711.08,1.0
Nova Deli,Índia,2030,1002.22,Qatar Airways,DEL,2023-04-18,2023-04-25,http://kayak.com/flights/OPO-DEL/2023-04-18/2023-04-25/,1002.22,1.0
Berlim,Alemanha,735,157.82,SWISS,BER,2023-06-21,2023-06-28,http://kayak.com/flights/OPO-BER/2023-06-21/2023-06-28/,157.82,1.0
Newark,Estados Unidos,1475,456.22,British Airways,EWR,2023-05-03,2023-05-10,http://kayak.com/flights/OPO-EWR/2023-05-03/2023-05-10/,456.22,1.0
Dubai,Emirados Árabes Unidos,1465,305.66,Várias companhias aéreas,DXB,2023-06-20,2023-06-27,http://kayak.com/flights/OPO-DXB/2023-06-20/2023-06-27/,305.66,1.0
