City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,2395,605.77,LOT,ICN,2023-06-18,2023-06-23,http://kayak.com/flights/MXP-ICN/2023-06-18/2023-06-23/,605.77,1.0
Paris,França,90,44.4,easyJet,PAR,2023-06-03,2023-06-08,http://kayak.com/flights/MXP-PAR/2023-06-03/2023-06-08/,44.4,1.0
Londres,Reino Unido,120,51.8,Wizz Air,LON,2023-06-11,2023-06-18,http://kayak.com/flights/MXP-LON/2023-06-11/2023-06-18/,51.8,1.0
Nova Iorque,Estados Unidos,940,341.27,British Airways,NYC,2023-06-13,2023-06-19,http://kayak.com/flights/MXP-NYC/2023-06-13/2023-06-19/,341.27,1.0
Los Angeles,Estados Unidos,1135,764.84,American Airlines,LAX,2023-06-10,2023-06-17,http://kayak.com/flights/MXP-LAX/2023-06-10/2023-06-17/,764.84,1.0
Copenhaga,Dinamarca,130,73.07,easyJet,CPH,2023-06-16,2023-06-20,http://kayak.com/flights/MXP-CPH/2023-06-16/2023-06-20/,73.07,1.0
Banguecoque,Tailândia,1685,604.84,Oman Air,BKK,2023-06-19,2023-06-25,http://kayak.com/flights/MXP-BKK/2023-06-19/2023-06-25/,604.84,1.0
Madrid,Espanha,300,101.74,Várias companhias aéreas,MAD,2023-06-20,2023-06-27,http://kayak.com/flights/MXP-MAD/2023-06-20/2023-06-27/,101.74,1.0
Miami,Estados Unidos,1425,582.65,British Airways,MIA,2023-06-04,2023-06-10,http://kayak.com/flights/MXP-MIA/2023-06-04/2023-06-10/,582.65,1.0
Barcelona,Espanha,105,53.65,Ryanair,BCN,2023-06-14,2023-06-21,http://kayak.com/flights/MXP-BCN/2023-06-14/2023-06-21/,53.65,1.0
São Francisco,Estados Unidos,860,593.75,Lufthansa,SFO,2023-06-04,2023-06-11,http://kayak.com/flights/MXP-SFO/2023-06-04/2023-06-11/,593.75,1.0
Lisboa,Portugal,170,54.57,easyJet,LIS,2023-06-15,2023-06-20,http://kayak.com/flights/MXP-LIS/2023-06-15/2023-06-20/,54.57,1.0
Viena,Áustria,85,165.55,Austrian Airlines,VIE,2023-06-01,2023-06-08,http://kayak.com/flights/MXP-VIE/2023-06-01/2023-06-08/,165.55,1.0
Boston,Estados Unidos,1970,504.04,Turkish Airlines,BOS,2023-06-19,2023-06-25,http://kayak.com/flights/MXP-BOS/2023-06-19/2023-06-25/,504.04,1.0
Amesterdão,Holanda,115,85.09,easyJet,AMS,2023-06-17,2023-06-24,http://kayak.com/flights/MXP-AMS/2023-06-17/2023-06-24/,85.09,1.0
Nova Deli,Índia,1795,533.63,Etihad Airways,DEL,2023-06-08,2023-06-15,http://kayak.com/flights/MXP-DEL/2023-06-08/2023-06-15/,533.63,1.0
Dubai,Emirados Árabes Unidos,570,355.14,Lufthansa,DXB,2023-06-07,2023-06-14,http://kayak.com/flights/MXP-DXB/2023-06-07/2023-06-14/,355.14,1.0
Roma,Itália,405,511.44,Várias companhias aéreas,ROM,2023-06-03,2023-06-10,http://kayak.com/flights/MXP-ROM/2023-06-03/2023-06-10/,511.44,1.0
Munique,Alemanha,420,160.93,Várias companhias aéreas,MUC,2023-06-01,2023-06-06,http://kayak.com/flights/MXP-MUC/2023-06-01/2023-06-06/,160.93,1.0
Cancún,México,1705,627.04,TAP AIR PORTUGAL,CUN,2023-06-02,2023-06-09,http://kayak.com/flights/MXP-CUN/2023-06-02/2023-06-09/,627.04,1.0
Singapura,Singapura,910,528.08,Turkish Airlines,SIN,2023-06-05,2023-06-11,http://kayak.com/flights/MXP-SIN/2023-06-05/2023-06-11/,528.08,1.0
Berlim,Alemanha,105,50.87,Ryanair,BER,2023-06-14,2023-06-18,http://kayak.com/flights/MXP-BER/2023-06-14/2023-06-18/,50.87,1.0
Istambul,Turquia,805,213.64,Várias companhias aéreas,IST,2023-06-12,2023-06-17,http://kayak.com/flights/MXP-IST/2023-06-12/2023-06-17/,213.64,1.0
Sydney,Austrália,2400,1252.22,American Airlines,SYD,2023-06-19,2023-06-26,http://kayak.com/flights/MXP-SYD/2023-06-19/2023-06-26/,1252.22,1.0
Newark,Estados Unidos,870,369.01,American Airlines,EWR,2023-06-14,2023-06-21,http://kayak.com/flights/MXP-EWR/2023-06-14/2023-06-21/,369.01,1.0
Atenas,Grécia,160,90.64,easyJet,ATH,2023-06-07,2023-06-11,http://kayak.com/flights/MXP-ATH/2023-06-07/2023-06-11/,90.64,1.0
Telavive,Israel,250,161.85,easyJet,TLV,2023-06-01,2023-06-06,http://kayak.com/flights/MXP-TLV/2023-06-01/2023-06-06/,161.85,1.0
Denver,Estados Unidos,1205,688.08,American Airlines,DEN,2023-06-14,2023-06-18,http://kayak.com/flights/MXP-DEN/2023-06-14/2023-06-18/,688.08,1.0
Chicago,Estados Unidos,1550,513.29,Várias companhias aéreas,ORD,2023-06-21,2023-06-26,http://kayak.com/flights/MXP-ORD/2023-06-21/2023-06-26/,513.29,1.0
Tóquio,Japão,1310,919.29,Etihad Airways,NRT,2023-06-06,2023-06-11,http://kayak.com/flights/MXP-NRT/2023-06-06/2023-06-11/,919.29,1.0
Denpasar,Indonésia,1590,788.88,Várias companhias aéreas,DPS,2023-06-08,2023-06-15,http://kayak.com/flights/MXP-DPS/2023-06-08/2023-06-15/,788.88,1.0
Dublin,Irlanda,155,90.64,Ryanair,DUB,2023-06-03,2023-06-07,http://kayak.com/flights/MXP-DUB/2023-06-03/2023-06-07/,90.64,1.0
Fort Lauderdale,Estados Unidos,1382,1116.27,Várias companhias aéreas,FLL,2023-06-04,2023-06-10,http://kayak.com/flights/MXP-FLL/2023-06-04/2023-06-10/,1116.27,1.0
Bruxelas,Bélgica,90,83.24,Brussels Airlines,BRU,2023-06-19,2023-06-23,http://kayak.com/flights/MXP-BRU/2023-06-19/2023-06-23/,83.24,1.0
Palma de Maiorca,Espanha,105,37.0,easyJet,PMI,2023-06-05,2023-06-12,http://kayak.com/flights/MXP-PMI/2023-06-05/2023-06-12/,37.0,1.0
Oslo,Noruega,895,172.95,Várias companhias aéreas,OSL,2023-06-01,2023-06-06,http://kayak.com/flights/MXP-OSL/2023-06-01/2023-06-06/,172.95,1.0
Porto,Portugal,160,86.94,easyJet,OPO,2023-06-05,2023-06-12,http://kayak.com/flights/MXP-OPO/2023-06-05/2023-06-12/,86.94,1.0
Málaga,Espanha,160,82.31,Ryanair,AGP,2023-06-17,2023-06-24,http://kayak.com/flights/MXP-AGP/2023-06-17/2023-06-24/,82.31,1.0
"Washington, D.C.",Estados Unidos,995,704.73,ITA Airways,WAS,2023-06-10,2023-06-17,http://kayak.com/flights/MXP-WAS/2023-06-10/2023-06-17/,704.73,1.0
São Paulo,Brasil,700,3375.63,LATAM Airlines,SAO,2023-06-05,2023-06-12,http://kayak.com/flights/MXP-SAO/2023-06-05/2023-06-12/,3375.63,1.0
Helsínquia,Finlândia,1270,144.28,airBaltic,HEL,2023-06-15,2023-06-20,http://kayak.com/flights/MXP-HEL/2023-06-15/2023-06-20/,144.28,1.0
Osaka,Japão,1980,848.07,Qatar Airways,KIX,2023-06-20,2023-06-25,http://kayak.com/flights/MXP-KIX/2023-06-20/2023-06-25/,848.07,1.0
Filadélfia,Estados Unidos,2105,520.68,British Airways,PHL,2023-06-09,2023-06-13,http://kayak.com/flights/MXP-PHL/2023-06-09/2023-06-13/,520.68,1.0
Kuala Lumpur,Malásia,1600,643.69,Qatar Airways,KUL,2023-06-14,2023-06-20,http://kayak.com/flights/MXP-KUL/2023-06-14/2023-06-20/,643.69,1.0
Honolulu,Estados Unidos,2390,819.4,United Airlines,HNL,2023-06-05,2023-06-12,http://kayak.com/flights/MXP-HNL/2023-06-05/2023-06-12/,819.4,1.0
San Juan,Porto Rico,1825,1246.68,Air Canada,SJU,2023-06-24,2023-06-30,http://kayak.com/flights/MXP-SJU/2023-06-24/2023-06-30/,1246.68,1.0
Estocolmo,Suécia,1040,187.75,SWISS,STO,2023-06-19,2023-06-23,http://kayak.com/flights/MXP-STO/2023-06-19/2023-06-23/,187.75,1.0
Seul,Coreia do Sul,2395,605.77,LOT,SEL,2023-06-18,2023-06-23,http://kayak.com/flights/MXP-SEL/2023-06-18/2023-06-23/,605.77,1.0
Budapeste,Hungria,220,203.47,Várias companhias aéreas,BUD,2023-06-21,2023-06-26,http://kayak.com/flights/MXP-BUD/2023-06-21/2023-06-26/,203.47,1.0
Praga,República Checa,90,36.07,easyJet,PRG,2023-06-08,2023-06-14,http://kayak.com/flights/MXP-PRG/2023-06-08/2023-06-14/,36.07,1.0
Cairo,Egito,615,273.75,Várias companhias aéreas,CAI,2023-06-22,2023-06-27,http://kayak.com/flights/MXP-CAI/2023-06-22/2023-06-27/,273.75,1.0
Santiago,Chile,1495,2377.74,Air France,SCL,2023-06-13,2023-06-20,http://kayak.com/flights/MXP-SCL/2023-06-13/2023-06-20/,2377.74,1.0
Nice,França,825,137.8,Várias companhias aéreas,NCE,2023-06-05,2023-06-11,http://kayak.com/flights/MXP-NCE/2023-06-05/2023-06-11/,137.8,1.0
Nápoles,Itália,95,50.87,Ryanair,NAP,2023-06-26,2023-06-30,http://kayak.com/flights/MXP-NAP/2023-06-26/2023-06-30/,50.87,1.0
Cidade do Cabo,África do Sul,1555,595.6,Várias companhias aéreas,CPT,2023-06-08,2023-06-15,http://kayak.com/flights/MXP-CPT/2023-06-08/2023-06-15/,595.6,1.0
