CityOrigin,City,Country,year_depart,month_depart,minPrice,meanPrice,medianPrice,timestamp
NAP,Argostoli,Grécia,2023,6,41.87,179.0113043478261,136.17,2023-03-22 02:32:20
NAP,Pau,França,2023,7,320.97,662.41,662.41,2023-03-22 02:32:20
NAP,Zanzibar,Tanzânia,2024,1,606.57,730.3299999999999,729.49,2023-03-22 02:32:20
NAP,Cairo,Egito,2023,12,308.87,369.46,369.46,2023-03-22 02:32:20
NAP,São Sebastião,Espanha,2023,7,230.72,271.35555555555555,271.38,2023-03-22 02:32:20
NAP,Victoria,Seicheles,2023,6,668.91,870.46,803.83,2023-03-22 02:32:20
NAP,Cagliari,Itália,2023,6,31.64,60.82954545454545,58.92,2023-03-22 02:32:20
NAP,Rodes,Grécia,2023,4,44.66,149.2547619047619,148.89,2023-03-22 02:32:20
NAP,Leipzig,Alemanha,2023,4,236.31,251.856,251.57,2023-03-22 02:32:20
NAP,Bilbau,Espanha,2023,4,117.23,159.9711627906977,136.73,2023-03-22 02:32:20
NAP,Santa Marta,Colômbia,2023,3,1248.49,1257.81,1257.81,2023-03-22 02:32:20
NAP,Calamata,Grécia,2023,4,347.94,418.64285714285717,402.95,2023-03-22 02:32:20
NAP,Túnis,Tunísia,2023,4,172.11,239.915,231.32999999999998,2023-03-22 02:32:20
NAP,Espargos,Cabo Verde,2023,11,633.55,793.6266666666667,872.14,2023-03-22 02:32:20
NAP,Comiso,Itália,2023,4,213.98,215.01,215.01,2023-03-22 02:32:20
NAP,Brest,França,2023,10,284.68,286.05,286.05,2023-03-22 02:32:20
NAP,Rayong,Tailândia,2023,9,1040.1,1045.1,1045.1,2023-03-22 02:32:20
NAP,Providenciales,Ilhas Turcas e Caicos,2023,8,1277.33,1283.47,1283.47,2023-03-22 02:32:20
NAP,Pequim,China,2023,8,1144.3,1149.8,1149.8,2023-03-22 02:32:20
NAP,Abidjã,Costa do Marfim,2023,8,923.81,928.25,928.25,2023-03-22 02:32:20
NAP,Santa Cruz de la Palma,Espanha,2023,7,427.02,429.07,429.07,2023-03-22 02:32:20
NAP,Béziers,França,2023,4,386.09,387.94,387.94,2023-03-22 02:32:20
NAP,Riade,Arábia Saudita,2023,4,65.13,219.8014814814815,227.04,2023-03-22 02:32:20
NAP,Tirana,Albânia,2023,5,50.24,77.98533333333333,78.74,2023-03-22 02:32:20
NAP,Thera,Grécia,2023,9,68.85,124.81315789473683,109.4,2023-03-22 02:32:20
NAP,Astúrias,Espanha,2023,5,108.85,138.695,146.22,2023-03-22 02:32:20
NAP,Sibiu,Roménia,2023,12,200.02,201.187,201.52,2023-03-22 02:32:20
NAP,Varna,Bulgária,2023,4,219.56,220.836,221.2,2023-03-22 02:32:20
NAP,Aberdeen,Reino Unido,2023,7,281.89,283.527,283.99,2023-03-22 02:32:20
NAP,Salzburgo,Áustria,2023,7,227.0,277.7,277.755,2023-03-22 02:32:20
NAP,Paris,França,2023,10,62.34,76.96583333333334,77.8,2023-03-22 02:32:20
NAP,Caen,França,2023,4,377.71,379.256,378.74,2023-03-22 02:32:20
NAP,Madrid,Espanha,2023,12,66.06,66.31,66.31,2023-03-22 02:32:20
NAP,Almaty,Cazaquistão,2023,4,488.42,616.4444444444445,496.89,2023-03-22 02:32:20
NAP,Kutaisi,Geórgia,2023,4,282.82,375.06,284.18,2023-03-22 02:32:20
NAP,Friedrichshafen,Alemanha,2023,4,301.43,371.19126984126984,338.83,2023-03-22 02:32:20
NAP,Baltimore,Estados Unidos,2023,6,610.29,899.0482352941176,1072.48,2023-03-22 02:32:20
NAP,Debrecen,Hungria,2023,5,393.53,395.63750000000005,395.94500000000005,2023-03-22 02:32:20
NAP,Tromsø,Noruega,2023,11,338.64,339.91499999999996,339.91499999999996,2023-03-22 02:32:20
NAP,Insbruque,Áustria,2023,6,173.04,174.049,174.34,2023-03-22 02:32:20
NAP,Perpinhã,França,2023,4,261.42,295.22740740740744,270.68,2023-03-22 02:32:20
NAP,Newcastle upon Tyne,Reino Unido,2023,4,280.03,280.9866666666667,280.79,2023-03-22 02:32:20
NAP,Urgench,Uzbequistão,2023,5,1127.55,1134.094,1135.96,2023-03-22 02:32:20
NAP,Ancara,Turquia,2023,4,375.85,391.23499999999996,377.265,2023-03-22 02:32:20
NAP,Malmo,Suécia,2023,5,187.93,188.696,188.44,2023-03-22 02:32:20
NAP,Xangai,China,2023,6,950.79,954.0333333333333,953.37,2023-03-22 02:32:20
NAP,Bastia,França,2023,7,287.47,288.646,288.25,2023-03-22 02:32:20
NAP,Simpson Bay,São Martinho (Sint Maarten),2023,8,984.28,1208.5308333333335,1317.67,2023-03-22 02:32:20
NAP,Koh Samui,Tailândia,2023,8,1419.67,1569.5685714285714,1656.36,2023-03-22 02:32:20
NAP,Acra,Gana,2023,12,826.13,828.8025,828.37,2023-03-22 02:32:20
NAP,Santa Ana,Estados Unidos,2023,10,829.85,833.2360000000001,832.1,2023-03-22 02:32:20
NAP,Sydney,Austrália,2023,5,1272.68,2435.236,1278.8,2023-03-22 02:32:20
NAP,Cancún,México,2023,4,638.2,811.8275,880.17,2023-03-22 02:32:20
NAP,Greensboro,Estados Unidos,2023,8,1815.06,1825.5900000000001,1828.6,2023-03-22 02:32:20
NAP,Granada,Espanha,2023,12,106.99,107.39500000000001,107.39500000000001,2023-03-22 02:32:20
NAP,Figari,França,2023,6,213.98,214.6725,214.56,2023-03-22 02:32:20
NAP,Orlando,Estados Unidos,2023,12,859.62,864.606,866.03,2023-03-22 02:32:20
