City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Perugia,Itália,1580,162.15,Ryanair,PEG,2023-10-12,2023-10-16,http://kayak.com/flights/MAD-PEG/2023-10-12/2023-10-16/,162.15,1,2023,10,MAD,469.67,469.67,469.67,2023-05-27 02:37:56,True,-307.52,-65.47575957587242,Thursday,Monday,4 days
Punta Arenas,Chile,1267,1449.05,Iberia,PUQ,2023-08-17,2023-08-24,http://kayak.com/flights/MAD-PUQ/2023-08-17/2023-08-24/,1449.05,1,2023,8,MAD,1919.81,1946.9646153846154,1921.8,2023-05-27 02:37:56,True,-470.76,-24.52117657476521,Thursday,Thursday,7 days
Florianópolis,Brasil,1495,946.77,LATAM Airlines,FLN,2023-12-06,2023-12-13,http://kayak.com/flights/MAD-FLN/2023-12-06/2023-12-13/,946.77,1,2023,12,MAD,1216.36,1216.36,1216.36,2023-05-27 02:37:56,True,-269.5899999999999,-22.1636686507284,Wednesday,Wednesday,7 days
Chongqing,China,1205,607.58,China Eastern,CKG,2023-11-09,2023-11-16,http://kayak.com/flights/MAD-CKG/2023-11-09/2023-11-16/,607.58,1,2023,11,MAD,767.02,776.0016666666667,774.95,2023-05-27 02:37:56,True,-159.43999999999994,-20.78694167036061,Thursday,Thursday,7 days
Santiago,República Dominicana,530,612.24,World2Fly,STI,2023-09-06,2023-09-13,http://kayak.com/flights/MAD-STI/2023-09-06/2023-09-13/,612.24,1,2023,9,MAD,696.43,738.1433333333333,696.92,2023-05-27 02:37:56,True,-84.18999999999994,-12.088795715290832,Wednesday,Wednesday,7 days
Monterrei,México,1555,701.7,Várias companhias aéreas,MTY,2023-09-15,2023-09-19,http://kayak.com/flights/MAD-MTY/2023-09-15/2023-09-19/,701.7,1,2023,9,MAD,782.16,823.77,811.81,2023-05-27 02:37:56,True,-80.45999999999992,-10.286897821417604,Friday,Tuesday,4 days
Rodes,Grécia,1985,266.52,Ryanair,RHO,2023-10-01,2023-10-05,http://kayak.com/flights/MAD-RHO/2023-10-01/2023-10-05/,266.52,1,2023,10,MAD,297.06,317.3533333333333,326.92,2023-05-27 02:37:56,True,-30.54000000000002,-10.280751363360945,Sunday,Thursday,4 days
Chennai,Índia,2395,735.24,Várias companhias aéreas,MAA,2023-12-05,2023-12-10,http://kayak.com/flights/MAD-MAA/2023-12-05/2023-12-10/,735.24,1,2023,12,MAD,806.6,1584.7541176470588,811.01,2023-05-27 02:37:56,True,-71.36000000000001,-8.847012149764446,Tuesday,Sunday,5 days
Cantão,China,2255,692.38,China Eastern,CAN,2023-10-16,2023-10-22,http://kayak.com/flights/MAD-CAN/2023-10-16/2023-10-22/,692.38,1,2023,10,MAD,750.72,874.7495238095239,867.8,2023-05-27 02:37:56,True,-58.34000000000003,-7.771206308610405,Monday,Sunday,6 days
Port Louis,Maurícia,1915,714.74,Várias companhias aéreas,MRU,2023-06-14,2023-06-19,http://kayak.com/flights/MAD-MRU/2023-06-14/2023-06-19/,714.74,1,2023,6,MAD,767.03,1371.2262921348315,955.43,2023-05-27 02:37:56,True,-52.289999999999964,-6.817204020703227,Wednesday,Monday,5 days
Barranquilla,Colômbia,932,997.1,Avianca,BAQ,2023-07-17,2023-07-24,http://kayak.com/flights/MAD-BAQ/2023-07-17/2023-07-24/,997.1,1,2023,7,MAD,1051.05,1095.6961538461537,1075.45,2023-05-27 02:37:56,True,-53.94999999999993,-5.132962275819413,Monday,Monday,7 days
Salónica,Grécia,1130,115.56,Várias companhias aéreas,SKG,2023-09-14,2023-09-19,http://kayak.com/flights/MAD-SKG/2023-09-14/2023-09-19/,115.56,1,2023,9,MAD,119.3,168.7974074074074,151.77,2023-05-27 02:37:56,True,-3.739999999999995,-3.134953897736794,Thursday,Tuesday,5 days
Bordéus,França,90,28.89,Ryanair,BOD,2023-09-20,2023-09-24,http://kayak.com/flights/MAD-BOD/2023-09-20/2023-09-24/,28.89,1,2023,9,MAD,28.9,128.94,64.21,2023-05-27 02:37:56,True,-0.00999999999999801,-0.03460207612456059,Wednesday,Sunday,4 days
Marselha,França,105,40.07,Ryanair,MRS,2023-09-13,2023-09-17,http://kayak.com/flights/MAD-MRS/2023-09-13/2023-09-17/,40.07,1,2023,9,MAD,40.08,41.006,40.735,2023-05-27 02:37:56,True,-0.00999999999999801,-0.02495009980039424,Wednesday,Sunday,4 days
Eindhoven,Holanda,155,95.05,Ryanair,EIN,2023-08-08,2023-08-15,http://kayak.com/flights/MAD-EIN/2023-08-08/2023-08-15/,95.05,1,2023,8,MAD,95.07,124.84049999999999,117.04,2023-05-27 02:37:56,True,-0.01999999999999602,-0.02103713053539079,Tuesday,Tuesday,7 days
Dortmund,Alemanha,549,169.6,Várias companhias aéreas,DTM,2023-12-05,2023-12-12,http://kayak.com/flights/MAD-DTM/2023-12-05/2023-12-12/,169.6,1,2023,12,MAD,169.63,233.72571428571428,176.02,2023-05-27 02:37:56,True,-0.030000000000001137,-0.01768555090491136,Tuesday,Tuesday,7 days
Roterdão,Holanda,1700,183.58,Várias companhias aéreas,RTM,2023-11-10,2023-11-17,http://kayak.com/flights/MAD-RTM/2023-11-10/2023-11-17/,183.58,1,2023,11,MAD,183.61,254.43666666666664,268.37,2023-05-27 02:37:56,True,-0.030000000000001137,-0.016338979358423364,Friday,Friday,7 days
Bilbau,Espanha,65,61.51,Air Europa,BIO,2023-11-03,2023-11-10,http://kayak.com/flights/MAD-BIO/2023-11-03/2023-11-10/,61.51,1,2023,11,MAD,61.52,61.52,61.52,2023-05-27 02:37:56,True,-0.010000000000005116,-0.0162548764629472,Friday,Friday,7 days
Rennes,França,1385,189.17,Várias companhias aéreas,RNS,2023-08-28,2023-09-02,http://kayak.com/flights/MAD-RNS/2023-08-28/2023-09-02/,189.17,1,2023,8,MAD,189.2,291.02858333333336,303.38,2023-05-27 02:37:56,True,-0.030000000000001137,-0.015856236786469944,Monday,Saturday,5 days
Exeter,Reino Unido,1620,194.76,Várias companhias aéreas,EXT,2023-08-24,2023-08-31,http://kayak.com/flights/MAD-EXT/2023-08-24/2023-08-31/,194.76,1,2023,8,MAD,194.79,383.7570588235294,253.07,2023-05-27 02:37:56,True,-0.030000000000001137,-0.015401201293701493,Thursday,Thursday,7 days
Kosice,Eslováquia,1815,198.49,Várias companhias aéreas,KSC,2023-10-31,2023-11-05,http://kayak.com/flights/MAD-KSC/2023-10-31/2023-11-05/,198.49,1,2023,10,MAD,198.52,368.9542105263158,403.55,2023-05-27 02:37:56,True,-0.030000000000001137,-0.015111827523675767,Tuesday,Sunday,5 days
Esmirna,Turquia,580,268.38,Várias companhias aéreas,IZM,2023-09-14,2023-09-20,http://kayak.com/flights/MAD-IZM/2023-09-14/2023-09-20/,268.38,1,2023,9,MAD,268.42,329.75619047619045,321.19,2023-05-27 02:37:56,True,-0.040000000000020464,-0.014902019223612421,Thursday,Wednesday,6 days
Oradea,Roménia,2825,405.36,Várias companhias aéreas,OMR,2023-07-21,2023-07-25,http://kayak.com/flights/MAD-OMR/2023-07-21/2023-07-25/,405.36,1,2023,7,MAD,405.42,514.4735000000001,511.02,2023-05-27 02:37:56,True,-0.060000000000002274,-0.01479946721918067,Friday,Tuesday,4 days
