City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct
Genebra,Suíça,140,64.37,easyJet,GVA,2023-12-03,2023-12-07,http://kayak.com/flights/OPO-GVA/2023-12-03/2023-12-07/,64.37,1.0,2023,12,OPO,64.68,73.53461538461539,64.84,2023-03-21 02:28:34,True,-0.3100000000000023,-0.47928262213976847
Castellón de la Plana,Espanha,100,35.45,Ryanair,CDT,2023-05-16,2023-05-20,http://kayak.com/flights/OPO-CDT/2023-05-16/2023-05-20/,35.45,1.0,2023,5,OPO,35.62,57.649166666666666,43.08,2023-03-21 02:28:34,True,-0.1699999999999946,-0.47725996631104606
Copenhaga,Dinamarca,775,121.27,SWISS,CPH,2023-10-05,2023-10-09,http://kayak.com/flights/OPO-CPH/2023-10-05/2023-10-09/,121.27,1.0,2023,10,OPO,121.85,121.85,121.85,2023-03-21 02:28:34,True,-0.5799999999999983,-0.47599507591300644
Châlons-en-Champagne,França,145,60.64,Ryanair,XCR,2023-09-29,2023-10-06,http://kayak.com/flights/OPO-XCR/2023-09-29/2023-10-06/,60.64,1.0,2023,9,OPO,60.93,73.5696875,67.0,2023-03-21 02:28:34,True,-0.28999999999999915,-0.47595601509929286
Insbruque,Áustria,405,190.3,Lufthansa,INN,2023-12-29,2024-01-03,http://kayak.com/flights/OPO-INN/2023-12-29/2024-01-03/,190.3,1.0,2023,12,OPO,191.21,191.21,191.21,2023-03-21 02:28:34,True,-0.9099999999999966,-0.47591653156215497
Amã,Jordânia,1865,127.8,Várias companhias aéreas,AMM,2024-01-31,2024-02-04,http://kayak.com/flights/OPO-AMM/2024-01-31/2024-02-04/,127.8,1.0,2024,1,OPO,128.41,128.41,128.41,2023-03-21 02:28:34,True,-0.6099999999999994,-0.4750408846663028
Perugia,Itália,830,186.57,Ryanair,PEG,2023-04-28,2023-05-02,http://kayak.com/flights/OPO-PEG/2023-04-28/2023-05-02/,186.57,1.0,2023,4,OPO,187.46,246.8952380952381,296.46,2023-03-21 02:28:34,True,-0.8900000000000148,-0.47476795049611364
Bastia,França,640,203.36,Várias companhias aéreas,BIA,2023-07-04,2023-07-11,http://kayak.com/flights/OPO-BIA/2023-07-04/2023-07-11/,203.36,1.0,2023,7,OPO,204.33,275.8224,220.87,2023-03-21 02:28:34,True,-0.9699999999999989,-0.4747222630059212
Aalborg,Dinamarca,650,291.98,KLM,AAL,2023-05-15,2023-05-21,http://kayak.com/flights/OPO-AAL/2023-05-15/2023-05-21/,291.98,1.0,2023,5,OPO,293.37,293.37,293.37,2023-03-21 02:28:34,True,-1.3899999999999864,-0.4738044108122802
Cork,Irlanda,925,357.28,Várias companhias aéreas,ORK,2023-09-29,2023-10-06,http://kayak.com/flights/OPO-ORK/2023-09-29/2023-10-06/,357.28,1.0,2023,9,OPO,358.98,358.98,358.98,2023-03-21 02:28:34,True,-1.7000000000000455,-0.4735639868516478
Toulon,França,2360,281.72,Várias companhias aéreas,TLN,2023-07-07,2023-07-11,http://kayak.com/flights/OPO-TLN/2023-07-07/2023-07-11/,281.72,1.0,2023,7,OPO,283.06,324.12296296296296,311.75,2023-03-21 02:28:34,True,-1.339999999999975,-0.4733978661767735
Trieste,Itália,555,370.34,Lufthansa,TRS,2023-09-28,2023-10-05,http://kayak.com/flights/OPO-TRS/2023-09-28/2023-10-05/,370.34,1.0,2023,9,OPO,372.1,372.1,372.1,2023-03-21 02:28:34,True,-1.7600000000000477,-0.4729911314162987
Umeå,Suécia,1295,370.34,Lufthansa,UME,2024-02-14,2024-02-18,http://kayak.com/flights/OPO-UME/2024-02-14/2024-02-18/,370.34,1.0,2024,2,OPO,372.1,372.1000000000001,372.1,2023-03-21 02:28:34,True,-1.7600000000000477,-0.4729911314162987
Gazipasa,Turquia,1880,452.43,Várias companhias aéreas,GZP,2023-05-06,2023-05-13,http://kayak.com/flights/OPO-GZP/2023-05-06/2023-05-13/,452.43,1.0,2023,5,OPO,454.58,454.58,454.58,2023-03-21 02:28:34,True,-2.1499999999999773,-0.4729640547318354
Naxos,Grécia,1285,574.63,Várias companhias aéreas,JNX,2023-08-07,2023-08-11,http://kayak.com/flights/OPO-JNX/2023-08-07/2023-08-11/,574.63,1.0,2023,8,OPO,577.36,581.5975,583.01,2023-03-21 02:28:34,True,-2.730000000000018,-0.4728419010669284
Melilla,Espanha,835,237.88,Iberia,MLN,2023-07-25,2023-07-30,http://kayak.com/flights/OPO-MLN/2023-07-25/2023-07-30/,237.88,1.0,2023,7,OPO,239.01,239.01,239.01,2023-03-21 02:28:34,True,-1.1299999999999955,-0.47278356554118883
Leeds,Reino Unido,680,130.6,Ryanair,LBA,2023-05-25,2023-05-30,http://kayak.com/flights/OPO-LBA/2023-05-25/2023-05-30/,130.6,1.0,2023,5,OPO,131.22,175.68416666666667,163.87,2023-03-21 02:28:34,True,-0.6200000000000045,-0.47248894985520845
Leipzig,Alemanha,3000,383.4,Várias companhias aéreas,LEJ,2023-07-01,2023-07-07,http://kayak.com/flights/OPO-LEJ/2023-07-01/2023-07-07/,383.4,1.0,2023,7,OPO,385.22,10348.700833333334,13643.29,2023-03-21 02:28:34,True,-1.82000000000005,-0.4724572971289263
Burgas,Bulgária,1520,318.1,Várias companhias aéreas,BOJ,2023-07-06,2023-07-12,http://kayak.com/flights/OPO-BOJ/2023-07-06/2023-07-12/,318.1,1.0,2023,7,OPO,319.61,547.054347826087,343.36,2023-03-21 02:28:34,True,-1.509999999999991,-0.4724507994117802
Rodes,Grécia,1080,309.71,Ryanair,RHO,2023-05-22,2023-05-28,http://kayak.com/flights/OPO-RHO/2023-05-22/2023-05-28/,309.71,1.0,2023,5,OPO,311.18,405.6446666666667,454.35,2023-03-21 02:28:34,True,-1.4700000000000273,-0.47239539816184434
Corfú,Grécia,905,122.21,Ryanair,CFU,2023-09-25,2023-10-02,http://kayak.com/flights/OPO-CFU/2023-09-25/2023-10-02/,122.21,1.0,2023,9,OPO,122.79,216.87703703703704,186.05,2023-03-21 02:28:34,True,-0.5800000000000125,-0.47235116866195337
Pafos,Chipre,1295,170.71,Várias companhias aéreas,PFO,2023-09-12,2023-09-16,http://kayak.com/flights/OPO-PFO/2023-09-12/2023-09-16/,170.71,1.0,2023,9,OPO,171.52,254.00875,225.025,2023-03-21 02:28:34,True,-0.8100000000000023,-0.4722481343283595
Monastir,Tunísia,1505,455.23,Várias companhias aéreas,MIR,2023-08-25,2023-09-01,http://kayak.com/flights/OPO-MIR/2023-08-25/2023-09-01/,455.23,1.0,2023,8,OPO,457.39,507.68962962962956,499.32,2023-03-21 02:28:34,True,-2.159999999999968,-0.4722446927129951
Chiang Rai,Tailândia,2600,1405.79,Várias companhias aéreas,CEI,2023-07-27,2023-08-03,http://kayak.com/flights/OPO-CEI/2023-07-27/2023-08-03/,1405.79,1.0,2023,7,OPO,1412.46,1588.462857142857,1718.39,2023-03-21 02:28:34,True,-6.670000000000073,-0.4722257621454818
Bangalore,Índia,1185,1007.47,Várias companhias aéreas,BLR,2023-11-24,2023-11-28,http://kayak.com/flights/OPO-BLR/2023-11-24/2023-11-28/,1007.47,1.0,2023,11,OPO,1012.25,1012.3033333333333,1012.25,2023-03-21 02:28:34,True,-4.779999999999973,-0.47221536181773005
Acra,Gana,1145,1306.91,Várias companhias aéreas,ACC,2023-03-27,2023-03-31,http://kayak.com/flights/OPO-ACC/2023-03-27/2023-03-31/,1306.91,1.0,2023,3,OPO,1313.11,1313.18,1313.11,2023-03-21 02:28:34,True,-6.199999999999818,-0.4721615096983359
Santa Cruz da Graciosa,Portugal,1375,267.73,Várias companhias aéreas,GRW,2023-08-23,2023-08-29,http://kayak.com/flights/OPO-GRW/2023-08-23/2023-08-29/,267.73,1.0,2023,8,OPO,269.0,276.5459090909091,272.51,2023-03-21 02:28:34,True,-1.2699999999999818,-0.4721189591078
Fortaleza,Brasil,785,794.78,TAP AIR PORTUGAL,FOR,2023-09-06,2023-09-13,http://kayak.com/flights/OPO-FOR/2023-09-06/2023-09-13/,794.78,1.0,2023,9,OPO,798.55,853.7542857142856,892.9,2023-03-21 02:28:34,True,-3.769999999999982,-0.472105691565961
Hong Kong,Hong Kong,2380,1054.11,Várias companhias aéreas,HKG,2023-08-22,2023-08-29,http://kayak.com/flights/OPO-HKG/2023-08-22/2023-08-29/,1054.11,1.0,2023,8,OPO,1059.11,1059.11,1059.11,2023-03-21 02:28:34,True,-5.0,-0.472094494434006
Santo Domingo,República Dominicana,1715,632.47,Air Europa,SDQ,2023-10-28,2023-11-04,http://kayak.com/flights/OPO-SDQ/2023-10-28/2023-11-04/,632.47,1.0,2023,10,OPO,635.47,635.47,635.47,2023-03-21 02:28:34,True,-3.0,-0.4720915228098887
Katmandu,Nepal,1390,1102.62,Várias companhias aéreas,KTM,2023-11-17,2023-11-21,http://kayak.com/flights/OPO-KTM/2023-11-17/2023-11-21/,1102.62,1.0,2023,11,OPO,1107.85,1107.9066666666665,1107.85,2023-03-21 02:28:34,True,-5.230000000000018,-0.4720855711513309
Tuzla,Bósnia-Herzegóvina,1045,210.83,Várias companhias aéreas,TZL,2023-05-10,2023-05-17,http://kayak.com/flights/OPO-TZL/2023-05-10/2023-05-17/,210.83,1.0,2023,5,OPO,211.83,211.84,211.83,2023-03-21 02:28:34,True,-1.0,-0.4720766652504366
Zaquinto,Grécia,1670,259.33,Várias companhias aéreas,ZTH,2023-07-11,2023-07-18,http://kayak.com/flights/OPO-ZTH/2023-07-11/2023-07-18/,259.33,1.0,2023,7,OPO,260.56,380.13,304.03,2023-03-21 02:28:34,True,-1.2300000000000182,-0.47206017807799283
Abbotsford,Canadá,2195,1296.65,WestJet,YXX,2023-06-11,2023-06-16,http://kayak.com/flights/OPO-YXX/2023-06-11/2023-06-16/,1296.65,1.0,2023,6,OPO,1302.8,1521.6492857142857,1681.93,2023-03-21 02:28:34,True,-6.149999999999864,-0.4720601780779754
Porto Alegre,Brasil,1445,1109.15,TAP AIR PORTUGAL,POA,2023-08-25,2023-08-29,http://kayak.com/flights/OPO-POA/2023-08-25/2023-08-29/,1109.15,1.0,2023,8,OPO,1114.41,1485.445,1485.4450000000002,2023-03-21 02:28:34,True,-5.259999999999991,-0.471998636049568
Mont Lubin,Maurícia,2720,1562.51,Várias companhias aéreas,RRG,2023-08-01,2023-08-06,http://kayak.com/flights/OPO-RRG/2023-08-01/2023-08-06/,1562.51,1.0,2023,8,OPO,1569.92,1570.0033333333333,1569.92,2023-03-21 02:28:34,True,-7.410000000000082,-0.4719985731757084
Southampton,Reino Unido,655,501.87,British Airways,SOU,2023-09-29,2023-10-03,http://kayak.com/flights/OPO-SOU/2023-09-29/2023-10-03/,501.87,1.0,2023,9,OPO,504.25,504.25,504.25,2023-03-21 02:28:34,True,-2.3799999999999955,-0.4719881011403065
Malé,Maldivas,1780,801.31,Várias companhias aéreas,MLE,2023-09-05,2023-09-12,http://kayak.com/flights/OPO-MLE/2023-09-05/2023-09-12/,801.31,1.0,2023,9,OPO,805.11,1140.4485294117646,890.57,2023-03-21 02:28:34,True,-3.800000000000068,-0.47198519456969457
Chiang Mai,Tailândia,2895,849.82,KLM,CNX,2023-09-13,2023-09-20,http://kayak.com/flights/OPO-CNX/2023-09-13/2023-09-20/,849.82,1.0,2023,9,OPO,853.85,1045.065,925.95,2023-03-21 02:28:34,True,-4.029999999999973,-0.47197985594659164
Albuquerque,Estados Unidos,1599,679.11,Várias companhias aéreas,ABQ,2023-04-18,2023-04-25,http://kayak.com/flights/OPO-ABQ/2023-04-18/2023-04-25/,679.11,1.0,2023,4,OPO,682.33,682.3666666666667,682.33,2023-03-21 02:28:34,True,-3.2200000000000273,-0.47191241774508336
Banguecoque,Tailândia,2290,727.62,KLM,BKK,2023-09-20,2023-09-27,http://kayak.com/flights/OPO-BKK/2023-09-20/2023-09-27/,727.62,1.0,2023,9,OPO,731.07,928.1239285714286,926.71,2023-03-21 02:28:34,True,-3.4500000000000455,-0.4719110345110653
Jidá,Arábia Saudita,1305,339.56,Várias companhias aéreas,JED,2023-05-20,2023-05-25,http://kayak.com/flights/OPO-JED/2023-05-20/2023-05-25/,339.56,1.0,2023,5,OPO,341.17,341.17,341.17,2023-03-21 02:28:34,True,-1.6100000000000136,-0.47190550165606987
Kahului,Estados Unidos,2242,1058.78,Lufthansa,OGG,2023-04-18,2023-04-25,http://kayak.com/flights/OPO-OGG/2023-04-18/2023-04-25/,1058.78,1.0,2023,4,OPO,1063.8,1063.8566666666666,1063.8,2023-03-21 02:28:34,True,-5.019999999999982,-0.47189321300996256
Taipé,Taiwan,1715,1680.98,Várias companhias aéreas,TPE,2023-08-26,2023-09-01,http://kayak.com/flights/OPO-TPE/2023-08-26/2023-09-01/,1680.98,1.0,2023,8,OPO,1688.95,1689.04,1688.95,2023-03-21 02:28:34,True,-7.970000000000027,-0.47189081974007674
Dakar,Senegal,560,719.22,Iberia,DSS,2023-12-27,2024-01-02,http://kayak.com/flights/OPO-DSS/2023-12-27/2024-01-02/,719.22,1.0,2023,12,OPO,722.63,722.6700000000001,722.63,2023-03-21 02:28:34,True,-3.409999999999968,-0.4718874112616371
Bydgoszcz,Polónia,1830,1179.11,Várias companhias aéreas,BZG,2023-04-19,2023-04-26,http://kayak.com/flights/OPO-BZG/2023-04-19/2023-04-26/,1179.11,1.0,2023,4,OPO,1184.7,1184.7,1184.7,2023-03-21 02:28:34,True,-5.5900000000001455,-0.4718494133536039
Austin,Estados Unidos,1157,702.43,Lufthansa,AUS,2023-05-17,2023-05-21,http://kayak.com/flights/OPO-AUS/2023-05-17/2023-05-21/,702.43,1.0,2023,5,OPO,705.76,794.5500000000001,705.76,2023-03-21 02:28:34,True,-3.330000000000041,-0.47183178417592964
Bodø,Noruega,1590,468.29,Várias companhias aéreas,BOO,2023-07-10,2023-07-15,http://kayak.com/flights/OPO-BOO/2023-07-10/2023-07-15/,468.29,1.0,2023,7,OPO,470.51,470.5333333333333,470.51,2023-03-21 02:28:34,True,-2.2199999999999704,-0.47182844147838954
Salzburgo,Áustria,355,185.64,Lufthansa,SZG,2023-12-29,2024-01-03,http://kayak.com/flights/OPO-SZG/2023-12-29/2024-01-03/,185.64,1.0,2023,12,OPO,186.52,198.36714285714288,198.99,2023-03-21 02:28:34,True,-0.8800000000000239,-0.4717992708556851
Teresina,Brasil,1675,1185.64,Azul,THE,2023-04-18,2023-04-24,http://kayak.com/flights/OPO-THE/2023-04-18/2023-04-24/,1185.64,1.0,2023,4,OPO,1191.26,1191.3233333333335,1191.26,2023-03-21 02:28:34,True,-5.619999999999891,-0.47176938703556665
Lampang,Tailândia,3075,1500.01,Várias companhias aéreas,LPT,2023-07-27,2023-08-03,http://kayak.com/flights/OPO-LPT/2023-07-27/2023-08-03/,1500.01,1.0,2023,7,OPO,1507.12,1507.1999999999998,1507.12,2023-03-21 02:28:34,True,-7.1099999999999,-0.4717607091671467
Tashkent,Uzbequistão,1600,862.88,Várias companhias aéreas,TAS,2023-10-13,2023-10-20,http://kayak.com/flights/OPO-TAS/2023-10-13/2023-10-20/,862.88,1.0,2023,10,OPO,866.97,866.97,866.97,2023-03-21 02:28:34,True,-4.090000000000032,-0.47175796163650785
Macau,Macau,1945,1628.74,Várias companhias aéreas,MFM,2023-03-23,2023-03-28,http://kayak.com/flights/OPO-MFM/2023-03-23/2023-03-28/,1628.74,1.0,2023,3,OPO,1636.46,1636.5466666666669,1636.46,2023-03-21 02:28:34,True,-7.720000000000027,-0.47174999694462605
Houston,Estados Unidos,1610,668.85,Várias companhias aéreas,IAH,2023-10-24,2023-10-29,http://kayak.com/flights/OPO-IAH/2023-10-24/2023-10-29/,668.85,1.0,2023,10,OPO,672.02,672.0566666666667,672.02,2023-03-21 02:28:34,True,-3.169999999999959,-0.4717121514240587
Ushuaia,Argentina,2630,1152.06,Várias companhias aéreas,USH,2023-05-06,2023-05-13,http://kayak.com/flights/OPO-USH/2023-05-06/2023-05-13/,1152.06,1.0,2023,5,OPO,1157.52,1157.5833333333333,1157.52,2023-03-21 02:28:34,True,-5.460000000000036,-0.47169811320755034
Brisbane,Austrália,2625,2126.88,Várias companhias aéreas,BNE,2023-04-16,2023-04-23,http://kayak.com/flights/OPO-BNE/2023-04-16/2023-04-23/,2126.88,1.0,2023,4,OPO,2136.96,2137.0733333333333,2136.96,2023-03-21 02:28:34,True,-10.079999999999927,-0.4716981132075438
Parma,Itália,195,3422.59,Delta,PMF,2023-04-04,2023-04-09,http://kayak.com/flights/OPO-PMF/2023-04-04/2023-04-09/,3422.59,1.0,2023,4,OPO,3438.81,3438.81,3438.81,2023-03-21 02:28:34,True,-16.2199999999998,-0.4716747944783166
San Antonio,Estados Unidos,1442,700.57,Delta,SAT,2023-04-17,2023-04-24,http://kayak.com/flights/OPO-SAT/2023-04-17/2023-04-24/,700.57,1.0,2023,4,OPO,703.89,703.9266666666666,703.89,2023-03-21 02:28:34,True,-3.3199999999999363,-0.47166460668569465
Kobe,Japão,1905,1529.86,ANA,UKB,2023-04-16,2023-04-21,http://kayak.com/flights/OPO-UKB/2023-04-16/2023-04-21/,1529.86,1.0,2023,4,OPO,1537.11,1771.8576470588234,1891.75,2023-03-21 02:28:34,True,-7.25,-0.4716643571377455
Graz,Áustria,655,217.36,Lufthansa,GRZ,2023-12-29,2024-01-03,http://kayak.com/flights/OPO-GRZ/2023-12-29/2024-01-03/,217.36,1.0,2023,12,OPO,218.39,218.39,218.39,2023-03-21 02:28:34,True,-1.0299999999999727,-0.4716333165437853
Bucaramanga,Colômbia,2906,1078.37,LATAM Airlines,BGA,2023-04-17,2023-04-24,http://kayak.com/flights/OPO-BGA/2023-04-17/2023-04-24/,1078.37,1.0,2023,4,OPO,1083.48,1083.5366666666666,1083.48,2023-03-21 02:28:34,True,-5.110000000000127,-0.4716284564551378
Kuala Lumpur,Malásia,1360,1029.86,Várias companhias aéreas,KUL,2023-04-19,2023-04-25,http://kayak.com/flights/OPO-KUL/2023-04-19/2023-04-25/,1029.86,1.0,2023,4,OPO,1034.74,1137.9986666666666,1084.64,2023-03-21 02:28:34,True,-4.880000000000109,-0.4716160581402197
Cidade do Kansas,Estados Unidos,1309,723.89,KLM,MCI,2023-04-11,2023-04-17,http://kayak.com/flights/OPO-MCI/2023-04-11/2023-04-17/,723.89,1.0,2023,4,OPO,727.32,727.36,727.32,2023-03-21 02:28:34,True,-3.4300000000000637,-0.47159434636749487
Trapani,Itália,755,128.74,Ryanair,TPS,2023-05-18,2023-05-22,http://kayak.com/flights/OPO-TPS/2023-05-18/2023-05-22/,128.74,1.0,2023,5,OPO,129.35,129.35,129.35,2023-03-21 02:28:34,True,-0.6099999999999852,-0.4715887127947315
Detroit,Estados Unidos,1345,635.27,Várias companhias aéreas,DTW,2023-09-12,2023-09-18,http://kayak.com/flights/OPO-DTW/2023-09-12/2023-09-18/,635.27,1.0,2023,9,OPO,638.28,638.3133333333334,638.28,2023-03-21 02:28:34,True,-3.009999999999991,-0.47157987090305054
Angeles City,Filipinas,2920,1648.33,Qatar Airways,CRK,2023-07-01,2023-07-08,http://kayak.com/flights/OPO-CRK/2023-07-01/2023-07-08/,1648.33,1.0,2023,7,OPO,1656.14,1656.2300000000002,1656.14,2023-03-21 02:28:34,True,-7.810000000000173,-0.4715784897412158
Mumbai,Índia,2345,755.61,Várias companhias aéreas,BOM,2023-04-29,2023-05-06,http://kayak.com/flights/OPO-BOM/2023-04-29/2023-05-06/,755.61,1.0,2023,4,OPO,759.19,810.6157692307692,800.51,2023-03-21 02:28:34,True,-3.580000000000041,-0.4715552101582003
Aomori,Japão,2670,12100.81,Várias companhias aéreas,AOJ,2023-03-26,2023-04-02,http://kayak.com/flights/OPO-AOJ/2023-03-26/2023-04-02/,12100.81,1.0,2023,3,OPO,12158.14,12158.789999999999,12158.14,2023-03-21 02:28:34,True,-57.32999999999993,-0.4715359421753651
Lihue,Estados Unidos,2330,956.17,KLM,LIH,2023-04-18,2023-04-25,http://kayak.com/flights/OPO-LIH/2023-04-18/2023-04-25/,956.17,1.0,2023,4,OPO,960.7,960.75,960.7,2023-03-21 02:28:34,True,-4.530000000000086,-0.4715311751847701
Kailua-Kona,Estados Unidos,2320,956.17,KLM,KOA,2023-04-18,2023-04-25,http://kayak.com/flights/OPO-KOA/2023-04-18/2023-04-25/,956.17,1.0,2023,4,OPO,960.7,1098.557391304348,976.07,2023-03-21 02:28:34,True,-4.530000000000086,-0.4715311751847701
Hachijo,Japão,1390,1285.46,ANA,HAC,2023-07-03,2023-07-09,http://kayak.com/flights/OPO-HAC/2023-07-03/2023-07-09/,1285.46,1.0,2023,7,OPO,1291.55,1291.62,1291.55,2023-03-21 02:28:34,True,-6.089999999999918,-0.4715264604544863
Narvik,Noruega,1475,578.37,Várias companhias aéreas,EVE,2023-07-10,2023-07-15,http://kayak.com/flights/OPO-EVE/2023-07-10/2023-07-15/,578.37,1.0,2023,7,OPO,581.11,581.14,581.11,2023-03-21 02:28:34,True,-2.740000000000009,-0.47151141780385974
Klagenfurt,Áustria,1800,329.3,Lufthansa,KLU,2023-12-29,2024-01-03,http://kayak.com/flights/OPO-KLU/2023-12-29/2024-01-03/,329.3,1.0,2023,12,OPO,330.86,330.86,330.86,2023-03-21 02:28:34,True,-1.5600000000000023,-0.47149851901106277
Pittsburgh,Estados Unidos,1920,1099.82,American Airlines,PIT,2023-07-10,2023-07-16,http://kayak.com/flights/OPO-PIT/2023-07-10/2023-07-16/,1099.82,1.0,2023,7,OPO,1105.03,1105.03,1105.03,2023-03-21 02:28:34,True,-5.210000000000036,-0.47148041229650206
Pequim,China,2010,1180.05,Várias companhias aéreas,BJS,2023-08-22,2023-08-29,http://kayak.com/flights/OPO-BJS/2023-08-22/2023-08-29/,1180.05,1.0,2023,8,OPO,1185.64,1185.64,1185.64,2023-03-21 02:28:34,True,-5.5900000000001455,-0.47147532134544595
Sinop,Brasil,2045,1260.27,Várias companhias aéreas,OPS,2023-04-17,2023-04-24,http://kayak.com/flights/OPO-OPS/2023-04-17/2023-04-24/,1260.27,1.0,2023,4,OPO,1266.24,1266.3100000000002,1266.24,2023-03-21 02:28:34,True,-5.970000000000027,-0.47147460197119245
Seul,Coreia do Sul,3210,1283.59,Várias companhias aéreas,SEL,2023-08-10,2023-08-16,http://kayak.com/flights/OPO-SEL/2023-08-10/2023-08-16/,1283.59,1.0,2023,8,OPO,1289.67,1351.166,1289.67,2023-03-21 02:28:34,True,-6.080000000000155,-0.47143842998597735
Incheon,Coreia do Sul,3210,1283.59,Várias companhias aéreas,ICN,2023-08-10,2023-08-16,http://kayak.com/flights/OPO-ICN/2023-08-10/2023-08-16/,1283.59,1.0,2023,8,OPO,1289.67,1351.166,1289.67,2023-03-21 02:28:34,True,-6.080000000000155,-0.47143842998597735
Cardiff,Reino Unido,1550,361.01,Várias companhias aéreas,CWL,2023-06-04,2023-06-11,http://kayak.com/flights/OPO-CWL/2023-06-04/2023-06-11/,361.01,1.0,2023,6,OPO,362.72,362.74,362.72,2023-03-21 02:28:34,True,-1.7100000000000364,-0.47143802382003647
Port Louis,Maurícia,1360,1042.92,Turkish Airlines,MRU,2023-07-04,2023-07-10,http://kayak.com/flights/OPO-MRU/2023-07-04/2023-07-10/,1042.92,1.0,2023,7,OPO,1047.86,1271.2258333333332,1186.4499999999998,2023-03-21 02:28:34,True,-4.939999999999827,-0.4714370240299112
