City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Mar del Plata,Argentina,1170,714.81,Aerolineas Argentinas,MDQ,2023-06-11,2023-06-17,http://kayak.com/flights/MAD-MDQ/2023-06-11/2023-06-17/,714.81,1,2023,6,MAD,1647.16,1647.16,1647.16,2023-03-30 02:36:59,True,-932.3500000000001,-56.60348721435684,Sunday,Saturday,6 days
Linz,Áustria,1550,295.15,Lufthansa,LNZ,2023-05-30,2023-06-06,http://kayak.com/flights/MAD-LNZ/2023-05-30/2023-06-06/,295.15,1,2023,5,MAD,672.69,672.69,672.69,2023-03-30 02:36:59,True,-377.5400000000001,-56.123920379372386,Tuesday,Tuesday,7 days
Narvik,Noruega,1455,315.44,Várias companhias aéreas,EVE,2023-05-29,2023-06-05,http://kayak.com/flights/MAD-EVE/2023-05-29/2023-06-05/,315.44,1,2023,5,MAD,504.21,504.21,504.21,2023-03-30 02:36:59,True,-188.76999999999998,-37.438765593701035,Monday,Monday,7 days
Girona,Espanha,1485,152.19,Várias companhias aéreas,GRO,2023-07-14,2023-07-18,http://kayak.com/flights/MAD-GRO/2023-07-14/2023-07-18/,152.19,1,2023,7,MAD,218.35,242.2476923076923,249.04,2023-03-30 02:36:59,True,-66.16,-30.299977100984655,Friday,Tuesday,4 days
Trebizonda,Turquia,2605,524.81,Várias companhias aéreas,TZX,2023-04-05,2023-04-09,http://kayak.com/flights/MAD-TZX/2023-04-05/2023-04-09/,524.81,1,2023,4,MAD,713.82,714.8085714285714,713.82,2023-03-30 02:36:59,True,-189.0100000000001,-26.478664088986033,Wednesday,Sunday,4 days
Hat Yai,Tailândia,2585,1116.02,Várias companhias aéreas,HDY,2023-08-21,2023-08-28,http://kayak.com/flights/MAD-HDY/2023-08-21/2023-08-28/,1116.02,1,2023,8,MAD,1451.78,1580.5577777777778,1595.64,2023-03-30 02:36:59,True,-335.76,-23.127471104437312,Monday,Monday,7 days
Dole,França,2020,528.5,Várias companhias aéreas,DLE,2023-04-05,2023-04-10,http://kayak.com/flights/MAD-DLE/2023-04-05/2023-04-10/,528.5,1,2023,4,MAD,656.02,657.14,656.92,2023-03-30 02:36:59,True,-127.51999999999998,-19.438431755129415,Wednesday,Monday,5 days
Victoria,Seicheles,1020,582.0,Etihad Airways,SEZ,2023-06-06,2023-06-12,http://kayak.com/flights/MAD-SEZ/2023-06-06/2023-06-12/,582.0,1,2023,6,MAD,717.53,970.3249999999999,871.0899999999999,2023-03-30 02:36:59,True,-135.52999999999997,-18.888408847016848,Tuesday,Monday,6 days
Rabate,Marrocos,100,27.67,Ryanair,RBA,2023-05-17,2023-05-24,http://kayak.com/flights/MAD-RBA/2023-05-17/2023-05-24/,27.67,1,2023,5,MAD,34.01,65.11818181818181,61.68,2023-03-30 02:36:59,True,-6.339999999999996,-18.641576007056738,Wednesday,Wednesday,7 days
Leipzig,Alemanha,970,107.92,Ryanair,LEJ,2023-06-14,2023-06-20,http://kayak.com/flights/MAD-LEJ/2023-06-14/2023-06-20/,107.92,1,2023,6,MAD,132.47,236.19666666666663,245.21499999999997,2023-03-30 02:36:59,True,-24.549999999999997,-18.532497924058276,Wednesday,Tuesday,6 days
Córdova,Argentina,1740,716.66,Aerolineas Argentinas,COR,2023-04-28,2023-05-05,http://kayak.com/flights/MAD-COR/2023-04-28/2023-05-05/,716.66,1,2023,4,MAD,870.2,1298.5508196721312,1136.92,2023-03-30 02:36:59,True,-153.54000000000008,-17.6442197196047,Friday,Friday,7 days
Bacau,Roménia,1495,251.8,Várias companhias aéreas,BCM,2023-05-02,2023-05-09,http://kayak.com/flights/MAD-BCM/2023-05-02/2023-05-09/,251.8,1,2023,5,MAD,295.01,295.01,295.01,2023-03-30 02:36:59,True,-43.20999999999998,-14.646961119962029,Tuesday,Tuesday,7 days
