City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct
Turim,Itália,790,90.49,Várias companhias aéreas,TRN,2023-09-13,2023-09-20,http://kayak.com/flights/MXP-TRN/2023-09-13/2023-09-20/,90.49,1.0,2023,9,MXP,152.44,162.10999999999999,165.2,2023-03-21 02:28:46,True,-61.95,-40.63893991078457
Springfield,Estados Unidos,1125,622.21,American Airlines,SFY,2023-05-25,2023-05-29,http://kayak.com/flights/MXP-SFY/2023-05-25/2023-05-29/,622.21,1.0,2023,5,MXP,841.54,1333.7583333333332,842.0,2023-03-21 02:28:46,True,-219.32999999999993,-26.06293224326829
Aqaba,Jordânia,1180,386.2,Turkish Airlines,AQJ,2024-02-13,2024-02-20,http://kayak.com/flights/MXP-AQJ/2024-02-13/2024-02-20/,386.2,1.0,2024,2,MXP,498.63,498.63,498.63,2023-03-21 02:28:46,True,-112.43,-22.547780919720033
Stavanger,Noruega,1600,200.57,Várias companhias aéreas,SVG,2023-04-19,2023-04-25,http://kayak.com/flights/MXP-SVG/2023-04-19/2023-04-25/,200.57,1.0,2023,4,MXP,249.8,255.08954545454546,255.64,2023-03-21 02:28:46,True,-49.23000000000002,-19.70776621297038
Fortaleza,Brasil,2110,722.96,Delta,FOR,2023-08-29,2023-09-05,http://kayak.com/flights/MXP-FOR/2023-08-29/2023-09-05/,722.96,1.0,2023,8,MXP,899.92,903.1899999999999,899.92,2023-03-21 02:28:46,True,-176.95999999999992,-19.663970130678273
Lajes,Portugal,1290,199.63,TAP AIR PORTUGAL,TER,2023-09-18,2023-09-25,http://kayak.com/flights/MXP-TER/2023-09-18/2023-09-25/,199.63,1.0,2023,9,MXP,235.53,256.698,235.53,2023-03-21 02:28:46,True,-35.900000000000006,-15.24221967477604
Cardiff,Reino Unido,930,189.37,Várias companhias aéreas,CWL,2023-09-16,2023-09-23,http://kayak.com/flights/MXP-CWL/2023-09-16/2023-09-23/,189.37,1.0,2023,9,MXP,222.4,240.23199999999997,236.67,2023-03-21 02:28:46,True,-33.03,-14.851618705035971
Arusha,Tanzânia,1675,608.22,Qatar Airways,JRO,2023-04-04,2023-04-11,http://kayak.com/flights/MXP-JRO/2023-04-04/2023-04-11/,608.22,1.0,2023,4,MXP,690.12,846.6526666666667,855.07,2023-03-21 02:28:46,True,-81.89999999999998,-11.867501304121019
Chongqing,China,1380,992.55,Várias companhias aéreas,CKG,2023-04-19,2023-04-25,http://kayak.com/flights/MXP-CKG/2023-04-19/2023-04-25/,992.55,1.0,2023,4,MXP,1109.31,1608.976976744186,1258.71,2023-03-21 02:28:46,True,-116.75999999999999,-10.5254617735349
Angeles City,Filipinas,1650,919.79,Várias companhias aéreas,CRK,2023-04-19,2023-04-26,http://kayak.com/flights/MXP-CRK/2023-04-19/2023-04-26/,919.79,1.0,2023,4,MXP,1027.43,1195.6942857142858,1160.3,2023-03-21 02:28:46,True,-107.6400000000001,-10.47662614484686
