City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Enfidha,Tunísia,640,178.94,easyJet,NBE,2023-06-10,2023-06-14,http://kayak.com/flights/OPO-NBE/2023-06-10/2023-06-14/,178.94,1.0,2023,6,OPO,264.39,264.6333333333333,264.66,2023-03-30 02:36:14,True,-85.44999999999999,-32.319679261696734,Saturday,Wednesday,4 days
Varna,Bulgária,885,190.0,Várias companhias aéreas,VAR,2023-06-09,2023-06-15,http://kayak.com/flights/OPO-VAR/2023-06-09/2023-06-15/,190.0,1.0,2023,6,OPO,252.74,433.24466666666666,492.76,2023-03-30 02:36:14,True,-62.74000000000001,-24.823929730157477,Friday,Thursday,6 days
Aalborg,Dinamarca,2015,249.03,Várias companhias aéreas,AAL,2023-05-16,2023-05-20,http://kayak.com/flights/OPO-AAL/2023-05-16/2023-05-20/,249.03,1.0,2023,5,OPO,291.98,292.7742857142857,293.37,2023-03-30 02:36:14,True,-42.95000000000002,-14.709911637783415,Tuesday,Saturday,4 days
Gazipasa,Turquia,2000,505.44,Várias companhias aéreas,GZP,2023-07-01,2023-07-07,http://kayak.com/flights/OPO-GZP/2023-07-01/2023-07-07/,505.44,1.0,2023,7,OPO,584.56,587.3422222222222,587.24,2023-03-30 02:36:14,True,-79.11999999999995,-13.534966470507726,Saturday,Friday,6 days
Génova,Itália,1145,100.54,Várias companhias aéreas,GOA,2023-05-10,2023-05-16,http://kayak.com/flights/OPO-GOA/2023-05-10/2023-05-16/,100.54,1.0,2023,5,OPO,114.51,220.82199999999997,161.2,2023-03-30 02:36:14,True,-13.969999999999999,-12.199807877041305,Wednesday,Tuesday,6 days
Belgrado,Sérvia,630,137.43,Várias companhias aéreas,BEG,2023-05-23,2023-05-28,http://kayak.com/flights/OPO-BEG/2023-05-23/2023-05-28/,137.43,1.0,2023,5,OPO,149.46,224.52581395348838,223.13,2023-03-30 02:36:14,True,-12.030000000000001,-8.04897631473304,Tuesday,Sunday,5 days
San Juan,Porto Rico,1120,843.94,Várias companhias aéreas,SJU,2023-04-28,2023-05-05,http://kayak.com/flights/OPO-SJU/2023-04-28/2023-05-05/,843.94,1.0,2023,4,OPO,907.27,907.3699999999999,907.42,2023-03-30 02:36:14,True,-63.32999999999993,-6.980281503852208,Friday,Friday,7 days
Reiquiavique,Islândia,245,167.87,PLAY,REK,2023-06-06,2023-06-13,http://kayak.com/flights/OPO-REK/2023-06-06/2023-06-13/,167.87,1.0,2023,6,OPO,180.25,261.66,223.47,2023-03-30 02:36:14,True,-12.379999999999995,-6.868238557558944,Tuesday,Tuesday,7 days
Luanda,Angola,1425,413.21,Várias companhias aéreas,LAD,2023-04-30,2023-05-07,http://kayak.com/flights/OPO-LAD/2023-04-30/2023-05-07/,413.21,1.0,2023,4,OPO,442.05,580.7543396226415,533.41,2023-03-30 02:36:14,True,-28.840000000000032,-6.524148851939833,Sunday,Sunday,7 days
Natal,Brasil,1455,1045.0,Várias companhias aéreas,NAT,2023-04-17,2023-04-23,http://kayak.com/flights/OPO-NAT/2023-04-17/2023-04-23/,1045.0,1.0,2023,4,OPO,1111.0,1310.014090909091,1311.335,2023-03-30 02:36:14,True,-66.0,-5.9405940594059405,Monday,Sunday,6 days
