City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Bergen,Noruega,880,302.97,Várias companhias aéreas,BGO,2023-07-27,2023-08-02,http://kayak.com/flights/LIS-BGO/2023-07-27/2023-08-02/,302.97,1,2023,7,LIS,451.81,451.81,451.81,2023-04-05 02:22:22,True,-148.83999999999997,-32.9430512826188,Thursday,Wednesday,6 days
Perugia,Itália,725,179.4,Várias companhias aéreas,PEG,2023-07-07,2023-07-11,http://kayak.com/flights/LIS-PEG/2023-07-07/2023-07-11/,179.4,1,2023,7,LIS,252.03,328.1107692307692,343.86,2023-04-05 02:22:22,True,-72.63,-28.817997857397927,Friday,Tuesday,4 days
Rodes,Grécia,1505,233.4,Várias companhias aéreas,RHO,2023-09-23,2023-09-30,http://kayak.com/flights/LIS-RHO/2023-09-23/2023-09-30/,233.4,1,2023,9,LIS,289.33,350.29,364.04,2023-04-05 02:22:22,True,-55.92999999999998,-19.330867867141322,Saturday,Saturday,7 days
Dole,França,815,385.34,Várias companhias aéreas,DLE,2023-05-02,2023-05-06,http://kayak.com/flights/LIS-DLE/2023-05-02/2023-05-06/,385.34,1,2023,5,LIS,456.23,457.855,457.855,2023-04-05 02:22:22,True,-70.89000000000004,-15.538215373824615,Tuesday,Saturday,4 days
Krabi,Tailândia,1875,911.63,Emirates,KBV,2024-01-05,2024-01-12,http://kayak.com/flights/LIS-KBV/2024-01-05/2024-01-12/,911.63,1,2024,1,LIS,1047.46,1049.312,1047.46,2023-04-05 02:22:22,True,-135.83000000000004,-12.967559620415104,Friday,Friday,7 days
Sylt,Alemanha,435,404.56,Várias companhias aéreas,GWT,2023-08-16,2023-08-21,http://kayak.com/flights/LIS-GWT/2023-08-16/2023-08-21/,404.56,1,2023,8,LIS,444.4,445.99277777777775,446.14,2023-04-05 02:22:22,True,-39.839999999999975,-8.964896489648961,Wednesday,Monday,5 days
Fes,Marrocos,1005,122.65,Várias companhias aéreas,FEZ,2023-06-08,2023-06-12,http://kayak.com/flights/LIS-FEZ/2023-06-08/2023-06-12/,122.65,1,2023,6,LIS,133.4,181.085,133.82,2023-04-05 02:22:22,True,-10.75,-8.058470764617692,Thursday,Monday,4 days
Saint-Denis,Ilha da Reunião,1905,968.38,Várias companhias aéreas,RUN,2023-04-26,2023-05-03,http://kayak.com/flights/LIS-RUN/2023-04-26/2023-05-03/,968.38,1,2023,4,LIS,1050.9,1113.405,1090.31,2023-04-05 02:22:22,True,-82.5200000000001,-7.852317061566285,Wednesday,Wednesday,7 days
Macau,Macau,1920,1508.4,Várias companhias aéreas,MFM,2023-07-24,2023-07-30,http://kayak.com/flights/LIS-MFM/2023-07-24/2023-07-30/,1508.4,1,2023,7,LIS,1624.79,1624.79,1624.79,2023-04-05 02:22:22,True,-116.38999999999987,-7.163387268508538,Monday,Sunday,6 days
Bilbau,Espanha,100,64.08,Vueling,BIO,2023-07-03,2023-07-07,http://kayak.com/flights/LIS-BIO/2023-07-03/2023-07-07/,64.08,1,2023,7,LIS,68.34,70.1225,70.19,2023-04-05 02:22:22,True,-4.260000000000005,-6.233538191395969,Monday,Friday,4 days
