City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct
Bridgetown,Barbados,2194,1183.76,American Airlines,BGI,2023-04-18,2023-04-25,http://kayak.com/flights/NAP-BGI/2023-04-18/2023-04-25/,1183.76,1.0,2023,4,NAP,2006.83,2007.5718181818183,2007.47,2023-03-20 02:41:00,True,-823.0699999999999,-41.01343910545487
Long Beach,Estados Unidos,2386,590.48,Várias companhias aéreas,LGB,2023-04-18,2023-04-25,http://kayak.com/flights/NAP-LGB/2023-04-18/2023-04-25/,590.48,1.0,2023,4,NAP,776.58,1063.572,1008.72,2023-03-20 02:41:00,True,-186.10000000000002,-23.96404749027789
Zurique,Suíça,115,74.99,easyJet,ZRH,2023-09-04,2023-09-11,http://kayak.com/flights/NAP-ZRH/2023-09-04/2023-09-11/,74.99,1.0,2023,9,NAP,92.08,112.018,116.89,2023-03-20 02:41:00,True,-17.090000000000003,-18.559947871416163
Amã,Jordânia,815,223.07,Várias companhias aéreas,AMM,2023-07-01,2023-07-05,http://kayak.com/flights/NAP-AMM/2023-07-01/2023-07-05/,223.07,1.0,2023,7,NAP,258.25,265.3075,258.25,2023-03-20 02:41:00,True,-35.18000000000001,-13.622458857696035
Tóquio,Japão,2250,833.23,ITA Airways,TYO,2024-01-08,2024-01-15,http://kayak.com/flights/NAP-TYO/2024-01-08/2024-01-15/,833.23,1.0,2024,1,NAP,847.14,1009.5799999999999,1028.3899999999999,2023-03-20 02:41:00,True,-13.909999999999968,-1.6419954198833686
Shannon,Irlanda,205,90.92,Ryanair,SNN,2023-04-19,2023-04-23,http://kayak.com/flights/NAP-SNN/2023-04-19/2023-04-23/,90.92,1.0,2023,4,NAP,92.4,365.772,96.46,2023-03-20 02:41:00,True,-1.480000000000004,-1.601731601731606
Thera,Grécia,120,38.43,Volotea,JTR,2023-07-11,2023-07-18,http://kayak.com/flights/NAP-JTR/2023-07-11/2023-07-18/,38.43,1.0,2023,7,NAP,38.44,98.59260869565217,91.44,2023-03-20 02:41:00,True,-0.00999999999999801,-0.0260145681581634
Málaga,Espanha,175,82.48,Ryanair,AGP,2023-09-06,2023-09-13,http://kayak.com/flights/NAP-AGP/2023-09-06/2023-09-13/,82.48,1.0,2023,9,NAP,82.5,105.35333333333334,104.11,2023-03-20 02:41:00,True,-0.01999999999999602,-0.02424242424241942
Zagreb,Croácia,80,86.23,Ryanair,ZAG,2023-08-21,2023-08-28,http://kayak.com/flights/NAP-ZAG/2023-08-21/2023-08-28/,86.23,1.0,2023,8,NAP,86.25,155.28971428571427,122.1,2023-03-20 02:41:00,True,-0.01999999999999602,-0.023188405797096835
Abu Dhabi,Emirados Árabes Unidos,380,89.98,Wizz Air,AUH,2023-05-17,2023-05-24,http://kayak.com/flights/NAP-AUH/2023-05-17/2023-05-24/,89.98,1.0,2023,5,NAP,90.0,182.40724137931034,166.07,2023-03-20 02:41:00,True,-0.01999999999999602,-0.0222222222222178
