City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Pequim,China,1640,827.08,Lufthansa,BJS,2023-08-26,2023-09-02,http://kayak.com/flights/LIS-BJS/2023-08-26/2023-09-02/,827.08,1,2023,8,LIS,1725.68,3078.6316666666667,3754.34,2023-04-24 02:36:01,True,-898.6,-52.07222660052848,Saturday,Saturday,7 days
Oujda,Marrocos,2560,173.79,Várias companhias aéreas,OUD,2023-05-23,2023-05-30,http://kayak.com/flights/LIS-OUD/2023-05-23/2023-05-30/,173.79,1,2023,5,LIS,229.61,453.84000000000003,594.26,2023-04-24 02:36:01,True,-55.82000000000002,-24.310787857671713,Tuesday,Tuesday,7 days
Jerez de la Frontera,Espanha,490,127.39,Várias companhias aéreas,XRY,2023-05-23,2023-05-30,http://kayak.com/flights/LIS-XRY/2023-05-23/2023-05-30/,127.39,1,2023,5,LIS,167.92,261.9688235294118,235.67,2023-04-24 02:36:01,True,-40.52999999999999,-24.136493568365882,Tuesday,Tuesday,7 days
Lodz,Polónia,1965,214.73,Várias companhias aéreas,LCJ,2023-07-11,2023-07-16,http://kayak.com/flights/LIS-LCJ/2023-07-11/2023-07-16/,214.73,1,2023,7,LIS,261.48,261.59666666666664,261.59,2023-04-24 02:36:01,True,-46.75000000000003,-17.878996481566478,Tuesday,Sunday,5 days
Chicago,Estados Unidos,575,477.69,TAP AIR PORTUGAL,ORD,2023-11-05,2023-11-10,http://kayak.com/flights/LIS-ORD/2023-11-05/2023-11-10/,477.69,1,2023,11,LIS,539.42,560.9039999999999,542.06,2023-04-24 02:36:01,True,-61.72999999999996,-11.443772941307325,Sunday,Friday,5 days
Gustávia,São Bartolomeu,1690,2099.08,Várias companhias aéreas,SBH,2023-08-01,2023-08-08,http://kayak.com/flights/LIS-SBH/2023-08-01/2023-08-08/,2099.08,1,2023,8,LIS,2362.3,2363.04,2363.04,2023-04-24 02:36:01,True,-263.22000000000025,-11.142530584599765,Tuesday,Tuesday,7 days
Colónia,Alemanha,1110,138.31,Ryanair,CGN,2023-07-07,2023-07-13,http://kayak.com/flights/LIS-CGN/2023-07-07/2023-07-13/,138.31,1,2023,7,LIS,155.12,156.30999999999997,155.17,2023-04-24 02:36:01,True,-16.810000000000002,-10.836771531717382,Friday,Thursday,6 days
Sørvágur,Ilhas Faroe,1130,357.58,Várias companhias aéreas,FAE,2023-05-23,2023-05-30,http://kayak.com/flights/LIS-FAE/2023-05-23/2023-05-30/,357.58,1,2023,5,LIS,387.38,412.5496428571428,395.61,2023-04-24 02:36:01,True,-29.80000000000001,-7.692704837627138,Tuesday,Tuesday,7 days
Lima,Perú,1720,651.47,Delta,LIM,2023-05-23,2023-05-29,http://kayak.com/flights/LIS-LIM/2023-05-23/2023-05-29/,651.47,1,2023,5,LIS,702.8,781.7105128205128,724.72,2023-04-24 02:36:01,True,-51.32999999999993,-7.303642572566865,Tuesday,Monday,6 days
Tirana,Albânia,850,137.4,Várias companhias aéreas,TIA,2024-01-26,2024-02-02,http://kayak.com/flights/LIS-TIA/2024-01-26/2024-02-02/,137.4,1,2024,1,LIS,147.08,147.08,147.08,2023-04-24 02:36:01,True,-9.680000000000007,-6.5814522708729974,Friday,Friday,7 days
Krabi,Tailândia,1440,1450.34,Várias companhias aéreas,KBV,2023-12-31,2024-01-07,http://kayak.com/flights/LIS-KBV/2023-12-31/2024-01-07/,1450.34,1,2023,12,LIS,1548.64,1549.4833333333336,1548.64,2023-04-24 02:36:01,True,-98.30000000000018,-6.347504907531781,Sunday,Sunday,7 days
New Windsor,Estados Unidos,1495,325.74,PLAY,SWF,2023-11-06,2023-11-12,http://kayak.com/flights/LIS-SWF/2023-11-06/2023-11-12/,325.74,1,2023,11,LIS,343.03,575.7800000000001,607.2,2023-04-24 02:36:01,True,-17.289999999999964,-5.040375477363486,Monday,Sunday,6 days
Daca,Bangladexe,1830,914.42,Várias companhias aéreas,DAC,2023-06-01,2023-06-06,http://kayak.com/flights/LIS-DAC/2023-06-01/2023-06-06/,914.42,1,2023,6,LIS,934.51,993.3833333333333,1007.99,2023-04-24 02:36:01,True,-20.090000000000032,-2.1497897293768964,Thursday,Tuesday,5 days
Grande Caimão,Ilhas Cayman,1650,957.19,British Airways,GCM,2023-09-21,2023-09-27,http://kayak.com/flights/LIS-GCM/2023-09-21/2023-09-27/,957.19,1,2023,9,LIS,971.42,993.268,979.71,2023-04-24 02:36:01,True,-14.229999999999905,-1.464865866463518,Thursday,Wednesday,6 days
Dublin,Irlanda,170,66.43,Ryanair,DUB,2023-10-06,2023-10-10,http://kayak.com/flights/LIS-DUB/2023-10-06/2023-10-10/,66.43,1,2023,10,LIS,67.34,80.53545454545454,77.43,2023-04-24 02:36:01,True,-0.9099999999999966,-1.3513513513513462,Friday,Tuesday,4 days
Newark,Estados Unidos,500,403.99,TAP AIR PORTUGAL,EWR,2023-11-13,2023-11-20,http://kayak.com/flights/LIS-EWR/2023-11-13/2023-11-20/,403.99,1,2023,11,LIS,408.05,426.45571428571424,421.46,2023-04-24 02:36:01,True,-4.060000000000002,-0.9949761058693792,Monday,Monday,7 days
Mazatlán,México,2007,900.78,American Airlines,MZT,2023-04-23,2023-04-30,http://kayak.com/flights/LIS-MZT/2023-04-23/2023-04-30/,900.78,1,2023,4,LIS,902.27,902.27,902.27,2023-04-24 02:36:01,True,-1.490000000000009,-0.16513903820364295,Sunday,Sunday,7 days
Pafos,Chipre,1190,144.67,Ryanair,PFO,2023-06-28,2023-07-03,http://kayak.com/flights/LIS-PFO/2023-06-28/2023-07-03/,144.67,1,2023,6,LIS,144.68,216.2211627906977,200.91,2023-04-24 02:36:01,True,-0.010000000000019327,-0.00691180536357432,Wednesday,Monday,5 days
Florença,Itália,1420,157.41,Várias companhias aéreas,FLR,2023-10-23,2023-10-30,http://kayak.com/flights/LIS-FLR/2023-10-23/2023-10-30/,157.41,1,2023,10,LIS,157.42,180.55055555555555,182.04,2023-04-24 02:36:01,True,-0.009999999999990905,-0.006352432981826265,Monday,Monday,7 days
Aalborg,Dinamarca,715,213.82,Várias companhias aéreas,AAL,2023-05-06,2023-05-13,http://kayak.com/flights/LIS-AAL/2023-05-06/2023-05-13/,213.82,1,2023,5,LIS,213.83,264.23466666666667,284.08,2023-04-24 02:36:01,True,-0.010000000000019327,-0.004676612262086389,Saturday,Saturday,7 days
Brest,França,880,221.1,Air France,BES,2023-07-11,2023-07-18,http://kayak.com/flights/LIS-BES/2023-07-11/2023-07-18/,221.1,1,2023,7,LIS,221.11,231.9375,221.29000000000002,2023-04-24 02:36:01,True,-0.010000000000019327,-0.0045226357921483995,Tuesday,Tuesday,7 days
Bergen,Noruega,1615,222.01,Várias companhias aéreas,BGO,2023-06-12,2023-06-19,http://kayak.com/flights/LIS-BGO/2023-06-12/2023-06-19/,222.01,1,2023,6,LIS,222.02,316.9493333333333,358.3,2023-04-24 02:36:01,True,-0.010000000000019327,-0.004504098729852863,Monday,Monday,7 days
Préveza,Grécia,860,232.02,Várias companhias aéreas,PVK,2023-07-11,2023-07-18,http://kayak.com/flights/LIS-PVK/2023-07-11/2023-07-18/,232.02,1,2023,7,LIS,232.03,326.983125,329.16,2023-04-24 02:36:01,True,-0.009999999999990905,-0.004309787527470976,Tuesday,Tuesday,7 days
Szczecin,Polónia,690,237.48,Várias companhias aéreas,SZZ,2023-09-12,2023-09-16,http://kayak.com/flights/LIS-SZZ/2023-09-12/2023-09-16/,237.48,1,2023,9,LIS,237.49,237.72222222222223,237.88,2023-04-24 02:36:01,True,-0.010000000000019327,-0.0042107036085811305,Tuesday,Saturday,4 days
Sarasota,Estados Unidos,1632,494.97,American Airlines,SRQ,2023-04-28,2023-05-02,http://kayak.com/flights/LIS-SRQ/2023-04-28/2023-05-02/,494.97,1,2023,4,LIS,494.99,690.5770588235293,577.6800000000001,2023-04-24 02:36:01,True,-0.01999999999998181,-0.004040485666373423,Friday,Tuesday,4 days
