City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct,weekday_depart,weekday_return,diff_days
Cavala,Grécia,685,271.15,Aegean Airlines,KVA,2023-05-22,2023-05-29,http://kayak.com/flights/MXP-KVA/2023-05-22/2023-05-29/,271.15,1.0,2023,5,MXP,318.69,360.49,318.69,2023-04-23 02:40:29,True,-47.54000000000002,-14.917317769619387,Monday,Monday,7 days
Dublin,Irlanda,155,58.24,Ryanair,DUB,2023-09-12,2023-09-19,http://kayak.com/flights/MXP-DUB/2023-09-12/2023-09-19/,58.24,1.0,2023,9,MXP,66.49,80.31214285714285,75.38,2023-04-23 02:40:29,True,-8.249999999999993,-12.4078808843435,Tuesday,Tuesday,7 days
Port Louis,Maurícia,1485,635.11,SAUDIA,MRU,2023-07-20,2023-07-26,http://kayak.com/flights/MXP-MRU/2023-07-20/2023-07-26/,635.11,1.0,2023,7,MXP,675.28,1600.091515151515,890.18,2023-04-23 02:40:29,True,-40.16999999999996,-5.948643525648614,Thursday,Wednesday,6 days
Tóquio,Japão,1410,554.13,Air China,TYO,2023-05-23,2023-05-30,http://kayak.com/flights/MXP-TYO/2023-05-23/2023-05-30/,554.13,1.0,2023,5,MXP,563.59,704.2610714285714,582.4200000000001,2023-04-23 02:40:29,True,-9.460000000000036,-1.6785251690058438,Tuesday,Tuesday,7 days
Riade,Arábia Saudita,355,78.26,Wizz Air,RUH,2023-06-07,2023-06-14,http://kayak.com/flights/MXP-RUH/2023-06-07/2023-06-14/,78.26,1.0,2023,6,MXP,78.95,192.94142857142856,80.89,2023-04-23 02:40:29,True,-0.6899999999999977,-0.8739708676377425,Wednesday,Wednesday,7 days
Akron,Estados Unidos,2093,1676.93,United Airlines,CAK,2023-04-22,2023-04-29,http://kayak.com/flights/MXP-CAK/2023-04-22/2023-04-29/,1676.93,1.0,2023,4,MXP,1680.73,1680.9479999999999,1680.73,2023-04-23 02:40:29,True,-3.7999999999999545,-0.22609223373176862,Saturday,Saturday,7 days
Funchal,Portugal,1215,87.35,TAP AIR PORTUGAL,FNC,2023-10-16,2023-10-23,http://kayak.com/flights/MXP-FNC/2023-10-16/2023-10-23/,87.35,1.0,2023,10,MXP,87.5,113.39033333333333,105.14,2023-04-23 02:40:29,True,-0.15000000000000568,-0.17142857142857792,Monday,Monday,7 days
Toulouse,França,790,94.63,Várias companhias aéreas,TLS,2023-06-27,2023-07-03,http://kayak.com/flights/MXP-TLS/2023-06-27/2023-07-03/,94.63,1.0,2023,6,MXP,94.79,130.29285714285714,107.32,2023-04-23 02:40:29,True,-0.1600000000000108,-0.16879417660091864,Tuesday,Monday,6 days
Edimburgo,Reino Unido,155,112.83,easyJet,EDI,2023-09-26,2023-10-02,http://kayak.com/flights/MXP-EDI/2023-09-26/2023-10-02/,112.83,1.0,2023,9,MXP,113.02,125.77916666666665,122.16999999999999,2023-04-23 02:40:29,True,-0.18999999999999773,-0.1681118386126329,Tuesday,Monday,6 days
Stavanger,Noruega,455,180.16,Lufthansa,SVG,2023-06-02,2023-06-06,http://kayak.com/flights/MXP-SVG/2023-06-02/2023-06-06/,180.16,1.0,2023,6,MXP,180.46,243.80238805970149,205.34,2023-04-23 02:40:29,True,-0.30000000000001137,-0.1662418264435395,Friday,Tuesday,4 days
Breslavia,Polónia,910,120.11,Várias companhias aéreas,WRO,2023-06-20,2023-06-27,http://kayak.com/flights/MXP-WRO/2023-06-20/2023-06-27/,120.11,1.0,2023,6,MXP,120.31,149.04625000000001,144.87,2023-04-23 02:40:29,True,-0.20000000000000284,-0.16623722051367537,Tuesday,Tuesday,7 days
Ostersund,Suécia,2975,336.66,Austrian Airlines,OSD,2023-06-23,2023-06-28,http://kayak.com/flights/MXP-OSD/2023-06-23/2023-06-28/,336.66,1.0,2023,6,MXP,337.22,440.92,481.21,2023-04-23 02:40:29,True,-0.5600000000000023,-0.1660636972896039,Friday,Wednesday,5 days
