City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct
Ottawa,Canadá,1535,718.29,Várias companhias aéreas,YOW,2023-06-08,2023-06-15,http://kayak.com/flights/LIS-YOW/2023-06-08/2023-06-15/,718.29,1.0,2023,6,LIS,721.7,721.7366666666667,721.7,2023-03-21 02:29:05,True,-3.410000000000082,-0.4724954967438107
Fort-de-France,Martinica,1080,758.4,Air France,FDF,2023-06-30,2023-07-07,http://kayak.com/flights/LIS-FDF/2023-06-30/2023-07-07/,758.4,1.0,2023,6,LIS,762.0,762.04,762.0,2023-03-21 02:29:05,True,-3.6000000000000227,-0.4724409448818927
Jacarta,Indonésia,1310,945.9,Etihad Airways,JKT,2023-07-09,2023-07-15,http://kayak.com/flights/LIS-JKT/2023-07-09/2023-07-15/,945.9,1.0,2023,7,LIS,950.39,1108.0141176470588,1072.89,2023-03-21 02:29:05,True,-4.490000000000009,-0.47243763086732915
Tampere,Finlândia,535,309.71,Várias companhias aéreas,TMP,2023-10-17,2023-10-24,http://kayak.com/flights/LIS-TMP/2023-10-17/2023-10-24/,309.71,1.0,2023,10,LIS,311.18,311.18,311.18,2023-03-21 02:29:05,True,-1.4700000000000273,-0.47239539816184434
Cuiabá,Brasil,3400,1034.52,Delta,CGB,2023-04-10,2023-04-17,http://kayak.com/flights/LIS-CGB/2023-04-10/2023-04-17/,1034.52,1.0,2023,4,LIS,1039.43,1239.7185714285715,1237.55,2023-03-21 02:29:05,True,-4.910000000000082,-0.4723742820584438
Tours,França,495,236.01,Várias companhias aéreas,TUF,2023-04-18,2023-04-25,http://kayak.com/flights/LIS-TUF/2023-04-18/2023-04-25/,236.01,1.0,2023,4,LIS,237.13,271.867,237.17,2023-03-21 02:29:05,True,-1.1200000000000045,-0.4723147640534747
Nur-Sultan,Cazaquistão,1735,699.63,Turkish Airlines,NQZ,2023-04-19,2023-04-25,http://kayak.com/flights/LIS-NQZ/2023-04-19/2023-04-25/,699.63,1.0,2023,4,LIS,702.95,702.95,702.95,2023-03-21 02:29:05,True,-3.32000000000005,-0.47229532683690867
Hurghada,Egito,1595,398.33,Várias companhias aéreas,HRG,2023-04-19,2023-04-26,http://kayak.com/flights/LIS-HRG/2023-04-19/2023-04-26/,398.33,1.0,2023,4,LIS,400.22,718.5592,625.78,2023-03-21 02:29:05,True,-1.8900000000000432,-0.47224026785269174
Lourdes,França,1285,227.62,Várias companhias aéreas,LDE,2023-06-05,2023-06-09,http://kayak.com/flights/LIS-LDE/2023-06-05/2023-06-09/,227.62,1.0,2023,6,LIS,228.7,228.7,228.7,2023-03-21 02:29:05,True,-1.079999999999984,-0.4722343681678986
Changchun,China,1600,1096.09,Várias companhias aéreas,CGQ,2023-10-07,2023-10-14,http://kayak.com/flights/LIS-CGQ/2023-10-07/2023-10-14/,1096.09,1.0,2023,10,LIS,1101.29,1101.3466666666666,1101.29,2023-03-21 02:29:05,True,-5.2000000000000455,-0.4721735419371869
White Plains,Estados Unidos,996,754.67,American Airlines,HPN,2023-04-25,2023-05-02,http://kayak.com/flights/LIS-HPN/2023-04-25/2023-05-02/,754.67,1.0,2023,4,LIS,758.25,818.6992,810.53,2023-03-21 02:29:05,True,-3.580000000000041,-0.47213979558193747
Singapura,Singapura,2320,689.37,Turkish Airlines,SIN,2023-09-17,2023-09-21,http://kayak.com/flights/LIS-SIN/2023-09-17/2023-09-21/,689.37,1.0,2023,9,LIS,692.64,926.3776190476191,994.27,2023-03-21 02:29:05,True,-3.269999999999982,-0.47210672210671945
Jyväskylä,Finlândia,720,527.06,Finnair,JYV,2023-10-19,2023-10-23,http://kayak.com/flights/LIS-JYV/2023-10-19/2023-10-23/,527.06,1.0,2023,10,LIS,529.56,529.56,529.56,2023-03-21 02:29:05,True,-2.5,-0.472090037011859
Melilla,Espanha,825,316.24,Iberia,MLN,2023-07-25,2023-07-30,http://kayak.com/flights/LIS-MLN/2023-07-25/2023-07-30/,316.24,1.0,2023,7,LIS,317.74,317.74,317.74,2023-03-21 02:29:05,True,-1.5,-0.4720840939132624
