City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct
La Corunha,Espanha,155,77.8,easyJet,LCG,2023-07-18,2023-07-25,http://kayak.com/flights/MXP-LCG/2023-07-18/2023-07-25/,77.8,1.0,2023,7,MXP,565.14,565.14,565.14,2023-03-20 02:40:51,True,-487.34,-86.23349966380012
Mumbai,Índia,880,664.52,Várias companhias aéreas,BOM,2023-10-14,2023-10-21,http://kayak.com/flights/MXP-BOM/2023-10-14/2023-10-21/,664.52,1.0,2023,10,MXP,1977.77,1977.77,1977.77,2023-03-20 02:40:51,True,-1313.25,-66.40054202460347
Katovice,Polónia,860,128.41,Várias companhias aéreas,KTW,2023-06-08,2023-06-13,http://kayak.com/flights/MXP-KTW/2023-06-08/2023-06-13/,128.41,1.0,2023,6,MXP,196.42,196.42,196.42,2023-03-20 02:40:51,True,-68.00999999999999,-34.624783626921904
Santiago de Compostela,Espanha,475,137.78,Ryanair,SCQ,2023-07-19,2023-07-25,http://kayak.com/flights/MXP-SCQ/2023-07-19/2023-07-25/,137.78,1.0,2023,7,MXP,195.1,260.16615384615386,223.57,2023-03-20 02:40:51,True,-57.31999999999999,-29.379805228088156
Estrasburgo,França,1630,301.8,Air France,SXB,2023-07-05,2023-07-12,http://kayak.com/flights/MXP-SXB/2023-07-05/2023-07-12/,301.8,1.0,2023,7,MXP,423.71,510.5833333333333,423.71,2023-03-20 02:40:51,True,-121.90999999999997,-28.772037478464036
Willemstad,Curaçao,2440,977.57,Várias companhias aéreas,CUR,2023-05-09,2023-05-16,http://kayak.com/flights/MXP-CUR/2023-05-09/2023-05-16/,977.57,1.0,2023,5,MXP,1157.92,1160.4155555555556,1160.43,2023-03-20 02:40:51,True,-180.35000000000002,-15.575341992538347
Paris,França,90,37.5,Vueling,PAR,2023-06-03,2023-06-10,http://kayak.com/flights/MXP-PAR/2023-06-03/2023-06-10/,37.5,1.0,2023,6,MXP,42.14,53.71933333333333,44.92,2023-03-20 02:40:51,True,-4.640000000000001,-11.0109159943047
Lahore,Paquistão,895,567.98,Gulf Air,LHE,2023-04-16,2023-04-23,http://kayak.com/flights/MXP-LHE/2023-04-16/2023-04-23/,567.98,1.0,2023,4,MXP,634.33,815.6066666666667,806.82,2023-03-20 02:40:51,True,-66.35000000000002,-10.459855280374573
Istambul,Turquia,1000,149.03,Várias companhias aéreas,IST,2023-04-12,2023-04-19,http://kayak.com/flights/MXP-IST/2023-04-12/2023-04-19/,149.03,1.0,2023,4,MXP,165.77,203.4675,204.33999999999997,2023-03-20 02:40:51,True,-16.74000000000001,-10.098329010074204
Mont Lubin,Maurícia,1690,1321.54,Air Mauritius,RRG,2023-08-19,2023-08-25,http://kayak.com/flights/MXP-RRG/2023-08-19/2023-08-25/,1321.54,1.0,2023,8,MXP,1441.37,1444.89625,1445.9,2023-03-20 02:40:51,True,-119.82999999999993,-8.313618293706677
São Sebastião,Espanha,360,156.53,Iberia,EAS,2023-06-28,2023-07-05,http://kayak.com/flights/MXP-EAS/2023-06-28/2023-07-05/,156.53,1.0,2023,6,MXP,168.16,377.0211764705882,294.33,2023-03-20 02:40:51,True,-11.629999999999995,-6.916032350142719
Bari,Itália,100,28.12,Ryanair,BRI,2023-06-12,2023-06-16,http://kayak.com/flights/MXP-BRI/2023-06-12/2023-06-16/,28.12,1.0,2023,6,MXP,28.13,46.98947368421052,43.3,2023-03-20 02:40:51,True,-0.00999999999999801,-0.03554923569142556
Antália,Turquia,670,140.59,Várias companhias aéreas,AYT,2023-11-29,2023-12-06,http://kayak.com/flights/MXP-AYT/2023-11-29/2023-12-06/,140.59,1.0,2023,11,MXP,140.62,140.62,140.62,2023-03-20 02:40:51,True,-0.030000000000001137,-0.021334091878823166
Toulouse,França,440,101.23,Ryanair,TLS,2023-09-27,2023-10-02,http://kayak.com/flights/MXP-TLS/2023-09-27/2023-10-02/,101.23,1.0,2023,9,MXP,101.25,138.63,138.63,2023-03-20 02:40:51,True,-0.01999999999999602,-0.01975308641974916
Crotone,Itália,1375,206.2,Ryanair,CRV,2023-07-05,2023-07-12,http://kayak.com/flights/MXP-CRV/2023-07-05/2023-07-12/,206.2,1.0,2023,7,MXP,206.24,641.2142857142857,317.81,2023-03-20 02:40:51,True,-0.040000000000020464,-0.01939487975175546
Timişoara,Roménia,615,155.59,Lufthansa,TSR,2023-04-05,2023-04-12,http://kayak.com/flights/MXP-TSR/2023-04-05/2023-04-12/,155.59,1.0,2023,4,MXP,155.62,199.9527118644068,184.7,2023-03-20 02:40:51,True,-0.030000000000001137,-0.019277727798484218
Nimes,França,550,325.23,Várias companhias aéreas,FNI,2023-04-18,2023-04-23,http://kayak.com/flights/MXP-FNI/2023-04-18/2023-04-23/,325.23,1.0,2023,4,MXP,325.29,367.71500000000003,367.71500000000003,2023-03-20 02:40:51,True,-0.060000000000002274,-0.018445079774970723
Dusseldorf,Alemanha,100,109.66,Eurowings,DUS,2023-05-10,2023-05-15,http://kayak.com/flights/MXP-DUS/2023-05-10/2023-05-15/,109.66,1.0,2023,5,MXP,109.68,140.69758620689655,135.63,2023-03-20 02:40:51,True,-0.020000000000010232,-0.018234865062007867
Varna,Bulgária,1550,164.96,Austrian Airlines,VAR,2023-04-18,2023-04-25,http://kayak.com/flights/MXP-VAR/2023-04-18/2023-04-25/,164.96,1.0,2023,4,MXP,164.99,266.0111111111111,287.94,2023-03-20 02:40:51,True,-0.030000000000001137,-0.018182920176981112
Város,Grécia,335,393.65,Aegean Airlines,LXS,2023-08-17,2023-08-23,http://kayak.com/flights/MXP-LXS/2023-08-17/2023-08-23/,393.65,1.0,2023,8,MXP,393.72,394.48,393.72,2023-03-20 02:40:51,True,-0.07000000000005002,-0.01777913237835264
Asmara,Eritreia,965,694.51,Turkish Airlines,ASM,2023-04-05,2023-04-12,http://kayak.com/flights/MXP-ASM/2023-04-05/2023-04-12/,694.51,1.0,2023,4,MXP,694.63,757.0966666666667,694.63,2023-03-20 02:40:51,True,-0.12000000000000455,-0.017275384017391208
Caen,França,2470,349.6,Air France,CFR,2023-07-06,2023-07-11,http://kayak.com/flights/MXP-CFR/2023-07-06/2023-07-11/,349.6,1.0,2023,7,MXP,349.66,349.66,349.66,2023-03-20 02:40:51,True,-0.060000000000002274,-0.017159526397072092
Alta,Noruega,2615,408.65,Várias companhias aéreas,ALF,2023-04-20,2023-04-24,http://kayak.com/flights/MXP-ALF/2023-04-20/2023-04-24/,408.65,1.0,2023,4,MXP,408.72,408.72,408.72,2023-03-20 02:40:51,True,-0.07000000000005002,-0.01712663926405608
Oostende,Bélgica,1039,527.68,Várias companhias aéreas,OST,2023-05-19,2023-05-23,http://kayak.com/flights/MXP-OST/2023-05-19/2023-05-23/,527.68,1.0,2023,5,MXP,527.77,532.1225,533.78,2023-03-20 02:40:51,True,-0.09000000000003183,-0.01705288288459591
Chicago,Estados Unidos,845,410.52,Scandinavian Airlines,ORD,2023-11-08,2023-11-15,http://kayak.com/flights/MXP-ORD/2023-11-08/2023-11-15/,410.52,1.0,2023,11,MXP,410.59,564.3507142857143,506.185,2023-03-20 02:40:51,True,-0.06999999999999318,-0.017048637326772007
Libreville,Gabão,885,762.93,Ethiopian Air,LBV,2024-01-11,2024-01-18,http://kayak.com/flights/MXP-LBV/2024-01-11/2024-01-18/,762.93,1.0,2024,1,MXP,763.06,763.06,763.06,2023-03-20 02:40:51,True,-0.12999999999999545,-0.017036668151914066
Jibuti,Djibuti,1575,770.43,Turkish Airlines,JIB,2023-03-20,2023-03-25,http://kayak.com/flights/MXP-JIB/2023-03-20/2023-03-25/,770.43,1.0,2023,3,MXP,770.56,783.1750000000001,775.03,2023-03-20 02:40:51,True,-0.12999999999999545,-0.016870847176079146
Lima,Perú,1615,712.32,Várias companhias aéreas,LIM,2023-06-05,2023-06-12,http://kayak.com/flights/MXP-LIM/2023-06-05/2023-06-12/,712.32,1.0,2023,6,MXP,712.44,831.0225,820.9749999999999,2023-03-20 02:40:51,True,-0.12000000000000455,-0.016843523665151388
Langkawi,Malásia,3160,831.35,Várias companhias aéreas,LGK,2023-05-24,2023-05-28,http://kayak.com/flights/MXP-LGK/2023-05-24/2023-05-28/,831.35,1.0,2023,5,MXP,831.49,844.8566666666667,831.49,2023-03-20 02:40:51,True,-0.13999999999998636,-0.016837243983690287
Leknes,Noruega,1460,716.07,Várias companhias aéreas,LKN,2023-04-14,2023-04-18,http://kayak.com/flights/MXP-LKN/2023-04-14/2023-04-18/,716.07,1.0,2023,4,MXP,716.19,868.234,905.49,2023-03-20 02:40:51,True,-0.12000000000000455,-0.016755330289448967
Manaus,Brasil,2395,776.99,LATAM Airlines,MAO,2023-05-20,2023-05-27,http://kayak.com/flights/MXP-MAO/2023-05-20/2023-05-27/,776.99,1.0,2023,5,MXP,777.12,862.87,920.77,2023-03-20 02:40:51,True,-0.12999999999999545,-0.016728433189210863
Filadélfia,Estados Unidos,1315,537.99,British Airways,PHL,2023-10-15,2023-10-22,http://kayak.com/flights/MXP-PHL/2023-10-15/2023-10-22/,537.99,1.0,2023,10,MXP,538.08,543.3214285714286,544.49,2023-03-20 02:40:51,True,-0.09000000000003183,-0.016726137377347575
Hammerfest,Noruega,1578,602.66,Várias companhias aéreas,HFT,2023-05-12,2023-05-19,http://kayak.com/flights/MXP-HFT/2023-05-12/2023-05-19/,602.66,1.0,2023,5,MXP,602.76,602.76,602.76,2023-03-20 02:40:51,True,-0.10000000000002274,-0.016590351051832028
Lusaka,Zâmbia,1375,1085.35,Qatar Airways,LUN,2023-07-22,2023-07-29,http://kayak.com/flights/MXP-LUN/2023-07-22/2023-07-29/,1085.35,1.0,2023,7,MXP,1085.53,1085.53,1085.53,2023-03-20 02:40:51,True,-0.18000000000006366,-0.016581761904329098
Batumi,Geórgia,1300,482.69,Várias companhias aéreas,BUS,2023-04-18,2023-04-24,http://kayak.com/flights/MXP-BUS/2023-04-18/2023-04-24/,482.69,1.0,2023,4,MXP,482.77,584.42,482.77,2023-03-20 02:40:51,True,-0.07999999999998408,-0.01657103796838745
Kailua-Kona,Estados Unidos,2459,846.35,American Airlines,KOA,2023-04-18,2023-04-25,http://kayak.com/flights/MXP-KOA/2023-04-18/2023-04-25/,846.35,1.0,2023,4,MXP,846.49,1015.4351612903225,949.4,2023-03-20 02:40:51,True,-0.13999999999998636,-0.016538884097861327
